cena,ulica,pokoje,powierzchnia,piętro,liczba pięter,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,rok budowy
609900.0,Zielna,2,46.0,1.0,3.0,Do remontu,False,False,1950
559000.0,Aleksandra Hercena,2,47.27,4.0,4.0,Do remontu,True,False,1969
559000.0,Gajowa,2,47.0,4.0,5.0,Do remontu,True,False,1969
525000.0,Wagnera,2,42.0,4.0,4.0,Do remontu,True,False,2022
581496.0,Lawendowa,3,54.91,1.0,2.0,Do remontu,True,False,2024
529899.0,Rudzka,3,45.5,7.0,10.0,Do remontu,True,False,1969
1249000.0,Podwale,3,64.9,3.0,16.0,Do remontu,True,False,2013
1225000.0,Gajowa,3,94.29,1.0,5.0,Do remontu,True,False,2016
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
990000.0,Rudzka,2,53.73,4.0,4.0,Do remontu,False,False,2023
495850.0,Lawendowa,2,42.2,4.0,4.0,Do remontu,True,False,2025
1045000.0,pl. Dominikański,3,70.0,2.0,4.0,Do remontu,True,False,1969
450000.0,Zamkowa,2,37.0,7.0,12.0,Do remontu,False,False,1967
480000.0,,3,49.13,3.0,4.0,Do remontu,False,False,1969
0.0,Zamkowa,1,29.95,4.0,4.0,Do remontu,False,False,2024
492476.0,Indonezyjska,3,54.0,3.0,3.0,Do remontu,True,False,2025
1351350.0,Kossaka,3,101.3,7.0,7.0,Do remontu,True,False,2024
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
923280.0,Zamkowa,2,38.47,2.0,5.0,Do remontu,True,False,2024
1744920.0,Zamkowa,4,78.6,17.0,23.0,Do remontu,False,False,2024
449000.0,Zamkowa,2,36.6,7.0,10.0,Do remontu,False,False,1970
854728.0,Gajowa,4,67.7,4.0,4.0,Do remontu,True,False,2024
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
1078339.0,Gajowa,4,98.12,4.0,4.0,Do remontu,True,False,2023
1000000.0,Kossaka,3,66.98,4.0,4.0,Do remontu,False,False,2024
0.0,Kossaka,2,30.95,6.0,6.0,Do remontu,False,False,2024
1149200.0,Kossaka,3,76.36,4.0,4.0,Do remontu,False,False,2024
882500.0,Gajowa,3,74.7,2.0,4.0,Do remontu,True,False,2005
889000.0,Gajowa,3,69.56,5.0,6.0,Do remontu,True,False,1969
1052700.0,Kossaka,3,66.92,4.0,4.0,Do remontu,False,False,2024
1702730.0,Gajowa,4,83.06,4.0,4.0,Do remontu,False,False,2023
1500000.0,pl. Dominikański,4,110.53,6.0,7.0,Do remontu,True,False,2023
887779.0,Zielna,4,96.36,4.0,4.0,Do remontu,True,False,2023
782676.0,Lawendowa,4,72.47,4.0,4.0,Do remontu,False,False,2024
921600.0,pl. Dominikański,2,51.2,7.0,8.0,Do remontu,True,False,2015
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
2444000.0,Zamkowa,4,149.46,5.0,6.0,Do remontu,False,False,2023
875000.0,Gajowa,4,81.16,4.0,4.0,Do remontu,False,False,2024
349000.0,,1,18.0,12.0,16.0,Do remontu,True,False,1972
945000.0,pl. Dominikański,3,78.23,3.0,4.0,Do remontu,True,False,2000
0.0,Zamkowa,1,29.95,4.0,4.0,Do remontu,False,False,2024
859000.0,Zielna,4,77.38,4.0,4.0,Do remontu,False,False,2023
0.0,Zamkowa,1,30.27,4.0,4.0,Do remontu,False,False,2024
541100.0,Kossaka,1,28.69,4.0,6.0,Do remontu,True,False,2024
0.0,Zamkowa,1,30.27,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,33.11,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,35.17,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,33.81,4.0,4.0,Do remontu,False,False,2024
510000.0,Zamkowa,3,44.25,4.0,4.0,Do remontu,False,False,1965
0.0,Zamkowa,1,31.23,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
564076.0,Gajowa,2,45.49,1.0,7.0,Do remontu,False,False,2025
556330.0,Gajowa,2,43.84,1.0,2.0,Do remontu,True,False,2022
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,33.65,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,29.95,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,30.27,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,29.95,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,30.27,4.0,4.0,Do remontu,False,False,2024
550000.0,Rudzka,2,42.0,10.0,10.0,Do remontu,True,False,1974
0.0,Zamkowa,2,36.25,4.0,4.0,Do remontu,False,False,2024
505855.0,Rudzka,2,37.6,3.0,3.0,Do remontu,True,False,2025
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,32.4,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,30.27,4.0,4.0,Do remontu,False,False,2024
550000.0,pl. Dominikański,2,48.0,2.0,2.0,Do remontu,True,False,2023
0.0,Gajowa,2,38.42,4.0,4.0,Do remontu,True,False,2025
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,31.23,4.0,4.0,Do remontu,False,False,2024
559984.0,Gajowa,2,45.16,1.0,7.0,Do remontu,False,False,2025
521582.0,Gajowa,1,39.12,2.0,2.0,Do remontu,False,False,2022
578085.0,Gajowa,2,45.34,6.0,7.0,Do remontu,False,False,2025
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,1,30.35,4.0,4.0,Do remontu,False,False,2024
652500.0,Gajowa,3,52.2,2.0,7.0,Do remontu,False,False,2025
660000.0,Zamkowa,3,62.1,2.0,4.0,Do remontu,True,False,1960
678854.0,Gajowa,3,57.53,1.0,7.0,Do remontu,False,False,2025
685000.0,pl. Dominikański,2,50.0,2.0,5.0,Do remontu,True,False,2023
666000.0,Śródmieście Ołbin,3,54.0,5.0,5.0,Do remontu,False,False,1900
731380.0,Gajowa,3,63.05,3.0,7.0,Do remontu,False,False,2025
683485.0,Gajowa,2,47.3,3.0,4.0,Do remontu,True,False,2024
685000.0,Gajowa,3,49.0,3.0,11.0,Do remontu,True,False,1970
699900.0,Gajowa,3,80.2,4.0,4.0,Do remontu,False,False,1970
669163.0,Gajowa,3,52.69,4.0,7.0,Do remontu,False,False,2025
0.0,Zamkowa,3,49.99,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,2,45.0,4.0,4.0,Do remontu,False,False,2024
723520.0,Asfaltowa 6,2,53.2,1.0,3.0,Do remontu,True,False,2025
743754.0,Gajowa,3,63.03,5.0,7.0,Do remontu,False,False,2025
0.0,Gajowa,2,41.69,4.0,4.0,Do remontu,False,False,2025
732501.0,Gajowa,3,63.42,1.0,7.0,Do remontu,False,False,2025
689999.0,Pilczyce,4,90.0,3.0,3.0,Do remontu,False,False,2000
717484.0,Gajowa,3,57.17,5.0,7.0,Do remontu,False,False,2025
724746.0,Gajowa,3,61.16,1.0,7.0,Do remontu,False,False,2025
0.0,Zamkowa,3,50.32,4.0,4.0,Do remontu,False,False,2024
665000.0,Gajowa,4,62.92,3.0,4.0,Do remontu,False,False,1980
737000.0,Rudzka,3,71.0,1.0,3.0,Do remontu,True,False,2008
728228.0,Gajowa,3,63.05,2.0,7.0,Do remontu,False,False,2025
660000.0,Zamkowa,3,62.1,2.0,4.0,Do remontu,True,False,1960
663660.0,Gajowa,2,49.16,5.0,7.0,Do remontu,False,False,2025
742482.0,Gajowa,3,63.46,3.0,7.0,Do remontu,False,False,2025
0.0,Zamkowa,3,51.71,4.0,4.0,Do remontu,False,False,2024
672702.0,Lawendowa,4,70.44,2.0,2.0,Do remontu,True,False,2025
663894.0,Gajowa,3,52.69,3.0,7.0,Do remontu,False,False,2025
0.0,Gajowa,2,39.48,4.0,4.0,Do remontu,False,False,2025
714625.0,Gajowa,3,57.17,4.0,7.0,Do remontu,False,False,2025
684845.0,Gajowa,3,57.55,3.0,7.0,Do remontu,False,False,2025
719854.0,Gajowa,3,58.17,1.0,2.0,Do remontu,True,False,2022
0.0,Gajowa,3,55.54,4.0,7.0,Do remontu,False,False,2025
736020.0,Gajowa,3,63.45,2.0,7.0,Do remontu,False,False,2025
699659.0,Asfaltowa 6,3,51.07,1.0,3.0,Do remontu,True,False,2025
0.0,Zamkowa,2,50.44,4.0,4.0,Do remontu,True,False,2024
799000.0,Zielna,3,67.4,3.0,3.0,Do remontu,True,False,2017
839664.0,Gajowa,3,70.56,7.0,7.0,Do remontu,False,False,2025
750295.0,Gajowa,3,63.05,6.0,7.0,Do remontu,False,False,2025
0.0,Zamkowa,3,60.57,4.0,4.0,Do remontu,False,False,2024
832500.0,Nadodrze,2,55.5,5.0,6.0,Do remontu,True,False,2017
0.0,Zamkowa,3,56.72,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,4,62.3,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,4,62.3,4.0,4.0,Do remontu,False,False,2024
782911.0,Rudzka,4,64.3,3.0,3.0,Do remontu,True,False,2025
763450.0,Oporów,3,62.8,3.0,3.0,Do remontu,True,False,1969
838180.0,Asfaltowa 6,3,59.87,1.0,3.0,Do remontu,True,False,2025
821168.0,Asfaltowa 6,3,60.38,1.0,3.0,Do remontu,True,False,2025
0.0,Zamkowa,3,54.75,4.0,4.0,Do remontu,False,False,2024
748592.0,Gajowa,3,63.44,5.0,7.0,Do remontu,False,False,2025
791715.0,Gajowa,3,67.38,4.0,7.0,Do remontu,False,False,2025
0.0,Zamkowa,4,62.29,4.0,4.0,Do remontu,False,False,2024
752368.0,Gajowa,3,63.76,6.0,7.0,Do remontu,False,False,2025
842193.0,Asfaltowa 6,3,59.73,1.0,3.0,Do remontu,True,False,2025
786875.0,Asfaltowa 6,3,62.95,2.0,3.0,Do remontu,True,False,2025
0.0,Zamkowa,3,58.82,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,4,62.3,4.0,4.0,Do remontu,False,False,2024
836880.0,Kossaka,3,63.4,4.0,7.0,Do remontu,False,False,2023
0.0,Zamkowa,3,59.06,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,3,58.82,4.0,4.0,Do remontu,False,False,2024
851013.0,Gajowa,3,65.97,6.0,7.0,Do remontu,False,False,2025
797036.0,Gajowa,3,68.71,3.0,7.0,Do remontu,False,False,2025
748946.0,Gajowa,3,63.47,4.0,7.0,Do remontu,False,False,2025
743990.0,Gajowa,3,63.05,4.0,7.0,Do remontu,False,False,2025
746825.0,Gajowa,4,73.29,1.0,4.0,Do remontu,True,False,2023
830238.0,Zielna,4,125.18,4.0,4.0,Do remontu,True,False,2023
756600.0,Gajowa,3,63.05,7.0,7.0,Do remontu,False,False,2025
0.0,Zamkowa,4,62.29,4.0,4.0,Do remontu,False,False,2024
825552.0,Gajowa,3,70.56,6.0,7.0,Do remontu,False,False,2025
0.0,Zamkowa,3,56.72,4.0,4.0,Do remontu,False,False,2024
785625.0,Asfaltowa 6,3,62.85,2.0,3.0,Do remontu,True,False,2025
0.0,Zamkowa,4,62.3,4.0,4.0,Do remontu,False,False,2024
0.0,Kamieniecka,2,38.86,4.0,4.0,Do remontu,True,False,2024
364296.0,Kossaka,2,28.24,2.0,4.0,Do remontu,False,False,1930
1300000.0,Zamkowa,2,50.0,10.0,15.0,Do remontu,True,False,2017
1002472.0,Gajowa,4,86.42,3.0,7.0,Do remontu,False,False,2025
1274270.0,Asfaltowa 6,4,80.65,2.0,3.0,Do remontu,True,False,2025
1078338.0,Gajowa,4,98.12,4.0,4.0,Do remontu,True,False,2023
1317792.0,Gajowa,6,117.66,1.0,7.0,Do remontu,False,False,2025
1043250.0,Gajowa,4,80.25,1.0,7.0,Do remontu,False,False,2025
1149195.0,Gajowa,4,99.93,6.0,7.0,Do remontu,False,False,2025
0.0,Zielna,2,50.06,4.0,4.0,Do remontu,True,False,2023
999999.0,Szczepin,2,46.7,6.0,18.0,Do remontu,True,False,2018
1144940.0,Gajowa,4,99.56,6.0,7.0,Do remontu,False,False,2025
1059570.0,Asfaltowa 6,4,86.85,2.0,3.0,Do remontu,True,False,2025
1020228.0,Gajowa,4,86.46,5.0,7.0,Do remontu,False,False,2025
1003944.0,Gajowa,4,85.08,6.0,7.0,Do remontu,False,False,2025
1203570.0,Asfaltowa 6,4,93.3,2.0,3.0,Do remontu,True,False,2025
1250000.0,Klimasa,6,130.0,3.0,3.0,Do remontu,True,False,2000
1395000.0,Zielna,4,74.0,3.0,7.0,Do remontu,False,False,2015
1152924.0,Gajowa,6,99.39,3.0,7.0,Do remontu,False,False,2025
0.0,Gajowa,4,77.88,4.0,4.0,Do remontu,False,False,2025
1049000.0,Zamkowa,4,77.33,2.0,6.0,Do remontu,True,False,2023
1214000.0,Zamkowa,4,84.33,2.0,6.0,Do remontu,True,False,2023
2444000.0,Zamkowa,5,149.46,5.0,9.0,Do remontu,True,False,2023
0.0,Zamkowa,4,74.75,4.0,4.0,Do remontu,False,False,2024
0.0,Zamkowa,4,74.75,4.0,4.0,Do remontu,False,False,2024
1190000.0,Zielna,4,67.0,1.0,3.0,Do remontu,True,False,2023
1078480.0,Asfaltowa 6,4,88.4,2.0,3.0,Do remontu,True,False,2025
1018640.0,Gajowa,4,85.6,5.0,7.0,Do remontu,False,False,2025
0.0,Gajowa,4,72.77,4.0,4.0,Do remontu,False,False,2025
1022925.0,Rudzka,5,85.6,2.0,3.0,Do remontu,True,False,2025
0.0,Gajowa,5,91.7,4.0,4.0,Do remontu,False,False,2025
1443330.0,Asfaltowa 6,4,91.35,2.0,3.0,Do remontu,True,False,2025
0.0,Gajowa,5,91.7,4.0,4.0,Do remontu,False,False,2025
1114435.0,Gajowa,4,93.65,7.0,7.0,Do remontu,False,False,2025
1002472.0,Gajowa,4,86.42,4.0,7.0,Do remontu,False,False,2025
995000.0,Elizy Orzeszkowej,3,92.78,1.0,5.0,Do remontu,True,False,1908
0.0,Zamkowa,4,76.58,4.0,4.0,Do remontu,False,False,2024
445000.0,Rudzka,1,33.3,5.0,15.0,Do remontu,True,False,1969
429990.0,Gaj,2,33.0,4.0,4.0,Do remontu,False,False,1935
519900.0,Zamkowa,2,50.53,4.0,5.0,Do remontu,False,False,1930
0.0,Kamieniecka,2,38.66,4.0,4.0,Do remontu,True,False,2024
395922.0,Indonezyjska,2,34.75,2.0,3.0,Do remontu,True,False,2025
499000.0,Rudzka,2,34.3,5.0,10.0,Do remontu,True,False,1977
570000.0,Młynarska 14,2,38.63,4.0,4.0,Do remontu,False,False,2017
581062.0,Lawendowa,3,51.65,4.0,4.0,Do remontu,False,False,2024
580000.0,Trzebnicka,2,83.0,4.0,5.0,Do remontu,False,False,1900
553630.0,Indonezyjska,2,50.33,4.0,4.0,Do remontu,False,False,2025
505000.0,Różanka,2,34.0,5.0,10.0,Do remontu,True,False,1980
539429.0,Zielna,3,51.62,1.0,2.0,Do remontu,True,False,2025
0.0,Kamieniecka,2,37.73,4.0,4.0,Do remontu,True,False,2024
0.0,Kamieniecka,2,38.66,4.0,4.0,Do remontu,True,False,2024
464572.0,Zamkowa,1,31.39,1.0,3.0,Do remontu,False,False,2022
580000.0,Rudzka,3,54.1,7.0,10.0,Do remontu,True,False,1980
530000.0,Jelenia,2,41.5,4.0,10.0,Do remontu,True,False,1969
555599.0,Gajowa,2,33.1,5.0,8.0,Do remontu,True,False,2026
0.0,Kamieniecka,2,38.66,4.0,4.0,Do remontu,True,False,2024
578000.0,pl. Dominikański,2,48.5,4.0,4.0,Do remontu,True,False,2023
368553.0,Kossaka,2,28.57,1.0,4.0,Do remontu,False,False,1909
498550.0,Zielna,2,42.25,2.0,2.0,Do remontu,True,False,2025
560000.0,Gajowa,2,36.0,6.0,10.0,Do remontu,False,False,1975
551000.0,Kossaka,1,28.68,5.0,6.0,Do remontu,True,False,2024
519000.0,Kossaka,2,36.48,4.0,4.0,Do remontu,False,False,1950
573500.0,Kossaka,1,31.48,3.0,4.0,Do remontu,True,False,2024
514000.0,Damrota,2,54.2,3.0,4.0,Do remontu,True,False,1933
559000.0,Rudzka,2,49.0,8.0,10.0,Do remontu,True,False,1978
0.0,Kamieniecka,2,38.66,4.0,4.0,Do remontu,True,False,2024
0.0,Kossaka,2,52.27,5.0,6.0,Do remontu,False,False,2023
460112.0,Gajowa,1,32.67,5.0,6.0,Do remontu,True,False,2023
564999.0,Gądów Mały,3,60.0,8.0,10.0,Do remontu,True,False,1989
509309.0,Gajowa,1,40.81,1.0,2.0,Do remontu,False,False,2022
520000.0,Młynarska 14,2,45.0,6.0,11.0,Do remontu,True,False,1980
560000.0,pl. Dominikański,2,35.0,4.0,4.0,Do remontu,False,False,1960
575000.0,Rudzka,2,42.0,1.0,6.0,Do remontu,True,False,2022
599000.0,Makowa,2,53.0,2.0,4.0,Do remontu,True,False,1950
608626.0,Zielna,3,60.26,2.0,2.0,Do remontu,True,False,2025
630000.0,pl. Dominikański,1,40.0,4.0,4.0,Do remontu,True,False,2023
629000.0,pl. Dominikański,3,52.6,4.0,4.0,Do remontu,False,False,1969
604331.0,pl. Dominikański,2,48.76,3.0,5.0,Do remontu,True,False,2025
597365.0,Indonezyjska,3,64.58,4.0,4.0,Do remontu,True,False,2025
0.0,Zamkowa,3,69.42,4.0,4.0,Do remontu,True,False,2024
621830.0,Gajowa,3,56.53,1.0,3.0,Do remontu,True,False,2024
602000.0,pl. Dominikański,2,47.7,4.0,4.0,Do remontu,True,False,2025
640000.0,pl. Dominikański,3,53.0,1.0,2.0,Do remontu,True,False,2023
780000.0,Młynarska 14,3,64.0,4.0,4.0,Do remontu,False,False,1965
