cena,ulica,pokoje,powierzchnia,piętro,liczba pięter,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,rok budowy
950000.0,Zamkowa,1,62.6,6.0,6.0,Do remontu,True,False,2021
715000.0,pl. Dominikański,1,45.0,3.0,7.0,Do remontu,True,False,2016
570000.0,pl. Dominikański,1,52.0,1.0,4.0,Do remontu,False,False,1980
695000.0,pl. Dominikański,1,67.0,2.0,2.0,Do remontu,True,False,2009
299000.0,pl. Dominikański,1,18.0,3.0,5.0,Do remontu,False,False,2023
419589.0,Gajowa,1,40.54,1.0,2.0,Do remontu,False,False,2025
720000.0,Gajowa,1,58.0,3.0,4.0,Do remontu,True,False,1975
709000.0,Zielna,1,61.06,4.0,4.0,Do remontu,True,False,2023
536000.0,Piłsudskiego,1,45.55,1.0,6.0,Do remontu,False,False,1960
785000.0,Szczepin,1,66.36,4.0,4.0,Do remontu,False,False,1969
559000.0,Gajowa,1,47.0,4.0,5.0,Do remontu,True,False,1960
806000.0,pl. Dominikański,1,78.0,4.0,4.0,Do remontu,True,False,2018
650000.0,pl. Dominikański,1,43.0,2.0,3.0,Do remontu,True,False,2019
570000.0,pl. Dominikański,1,42.0,7.0,11.0,Do remontu,True,False,1985
1620000.0,Gajowa,1,162.58,1.0,1.0,Do remontu,True,False,2022
419589.0,Gajowa,1,40.54,1.0,2.0,Do remontu,True,False,2025
671167.0,Gajowa,1,60.52,2.0,4.0,Do remontu,True,False,2023
769000.0,Bajana,1,53.0,4.0,4.0,Do remontu,True,False,2015
369835.0,Gajowa,1,32.3,1.0,2.0,Do remontu,True,False,2025
852000.0,pl. Dominikański,1,61.0,2.0,2.0,Do remontu,True,False,2015
756006.0,Gajowa,1,73.47,2.0,4.0,Do remontu,True,False,2023
0.0,Kossaka,1,30.95,6.0,6.0,Do remontu,False,False,2024
650000.0,Rajska,1,49.0,1.0,4.0,Do remontu,True,False,2019
720000.0,Rudzka,1,58.0,3.0,4.0,Do remontu,True,False,1975
671500.0,Gajowa,1,60.55,2.0,4.0,Do remontu,True,False,2023
550000.0,pl. Dominikański,1,43.0,5.0,5.0,Do remontu,False,False,1969
643000.0,pl. Dominikański,1,48.0,1.0,2.0,Do remontu,True,False,2018
630000.0,pl. Dominikański,1,43.0,1.0,4.0,Do remontu,True,False,2001
677840.0,Rudzka,1,62.8,1.0,3.0,Do remontu,True,False,2023
443000.0,Barlickiego,1,36.0,3.0,4.0,Do remontu,True,False,1900
498607.0,Gajowa,1,50.62,2.0,2.0,Do remontu,True,False,2025
516000.0,Zamkowa,1,36.6,10.0,10.0,Do remontu,False,False,1974
670000.0,pl. Dominikański,1,48.0,3.0,3.0,Do remontu,True,False,2022
619000.0,pl. Dominikański,1,34.67,5.0,5.0,Do remontu,False,False,2000
357553.0,Gajowa,1,30.43,2.0,2.0,Do remontu,True,False,2025
1259000.0,Zamkowa,1,63.0,2.0,4.0,Do remontu,False,False,1910
0.0,Ruczajowa,1,34.72,4.0,4.0,Do remontu,False,False,2024
621830.0,Gajowa,1,56.53,1.0,4.0,Do remontu,True,False,2024
829000.0,Zielna,1,72.93,3.0,5.0,Do remontu,True,False,2025
709000.0,Zielna,1,60.3,2.0,5.0,Do remontu,True,False,2025
669000.0,Zielna,1,49.68,4.0,4.0,Do remontu,True,False,2023
869000.0,Zamkowa,1,67.91,4.0,9.0,Do remontu,True,False,2023
875000.0,Gajowa,1,81.17,4.0,4.0,Do remontu,False,False,2024
741534.0,Zielna,1,71.37,2.0,2.0,Do remontu,True,False,2023
824871.0,Gajowa,1,64.3,4.0,4.0,Do remontu,True,False,2024
749000.0,Zielna,1,60.3,4.0,5.0,Do remontu,True,False,2025
1040380.0,Gajowa,1,83.9,4.0,4.0,Do remontu,True,False,2024
749000.0,Zielna,1,64.08,1.0,5.0,Do remontu,True,False,2025
822710.0,Gajowa,1,64.4,3.0,4.0,Do remontu,True,False,2024
699000.0,Zielna,1,60.3,1.0,5.0,Do remontu,True,False,2025
679780.0,Rudzka,1,58.1,4.0,4.0,Do remontu,True,False,2025
719760.0,Rudzka,1,62.2,1.0,3.0,Do remontu,True,False,2023
859000.0,Zamkowa,1,67.79,4.0,9.0,Do remontu,True,False,2023
374759.0,Gajowa,1,32.73,2.0,2.0,Do remontu,True,False,2025
750736.0,Gajowa,1,54.6,4.0,4.0,Do remontu,True,False,2024
590458.0,Gajowa,1,48.3,4.0,4.0,Do remontu,True,False,2024
699000.0,Zielna,1,56.34,4.0,4.0,Do remontu,True,False,2023
579000.0,Zielna,1,44.91,4.0,4.0,Do remontu,True,False,2025
997500.0,Gajowa,1,118.28,1.0,1.0,Do remontu,False,False,2024
549000.0,Zielna,1,39.17,3.0,5.0,Do remontu,True,False,2025
719000.0,Zielna,1,63.82,4.0,4.0,Do remontu,True,False,2023
748400.0,Rudzka,1,64.3,1.0,3.0,Do remontu,True,False,2025
1025000.0,Gajowa,1,118.24,1.0,1.0,Do remontu,False,False,2024
729001.0,Zielna,1,63.67,1.0,4.0,Do remontu,True,False,2023
963158.0,Gajowa,1,75.1,2.0,4.0,Do remontu,True,False,2024
679000.0,Zielna,1,61.14,1.0,4.0,Do remontu,True,False,2023
708610.0,Rudzka,1,60.2,4.0,4.0,Do remontu,True,False,2025
777510.0,Rudzka,1,62.2,4.0,4.0,Do remontu,True,False,2025
569000.0,Zielna,1,43.96,4.0,4.0,Do remontu,True,False,2025
741742.0,Zielna,1,71.39,2.0,2.0,Do remontu,True,False,2023
684000.0,Zielna,1,60.91,2.0,4.0,Do remontu,True,False,2023
730000.0,Mielecka,1,58.0,3.0,4.0,Do remontu,True,False,1975
400000.0,Pilczyce,1,18.74,4.0,4.0,Do remontu,False,False,1969
937945.0,Gajowa,1,86.05,3.0,4.0,Do remontu,True,False,2024
942700.0,Rudzka,1,85.6,1.0,3.0,Do remontu,True,False,2025
680804.0,Krzycka,1,64.0,10.0,10.0,Do remontu,True,False,1975
999000.0,Młynarska 14,1,66.16,3.0,5.0,Do remontu,False,False,2010
1120000.0,Wysoka,1,105.0,3.0,3.0,Do remontu,True,False,2016
533718.0,Rudzka,1,37.9,4.0,4.0,Do remontu,True,False,2025
539500.0,Zielna,1,49.3,4.0,4.0,Do remontu,False,False,2023
590000.0,Zamkowa,1,53.0,3.0,5.0,Do remontu,True,False,1969
3509000.0,Zamkowa,1,117.0,5.0,10.0,Do remontu,True,False,2021
722975.0,Gajowa,1,62.0,1.0,2.0,Do remontu,True,False,2024
645000.0,Rudzka,1,63.71,4.0,4.0,Do remontu,False,False,1930
769000.0,Młynarska 14,1,99.0,4.0,4.0,Do remontu,True,False,1960
618970.0,Gajowa,1,56.27,4.0,4.0,Do remontu,True,False,2024
1100000.0,Młynarska 14,1,104.4,4.0,4.0,Do remontu,False,False,1998
756000.0,Młynarska 14,1,52.56,4.0,4.0,Do remontu,False,False,2013
969000.0,Zamkowa,1,74.15,1.0,9.0,Do remontu,True,False,2023
539000.0,Zielna,1,44.08,2.0,5.0,Do remontu,True,False,2025
649000.0,Zielna,1,52.84,1.0,4.0,Do remontu,True,False,2023
540000.0,Rudzka,1,47.0,2.0,4.0,Do remontu,True,False,1969
799100.0,Kamienna,1,62.63,2.0,7.0,Do remontu,False,False,2018
357553.0,Gajowa,1,30.43,2.0,2.0,Do remontu,True,False,2025
520000.0,Gajowa,1,35.01,2.0,5.0,Do remontu,False,False,1998
660000.0,Elizy Orzeszkowej,1,54.19,1.0,4.0,Do remontu,True,False,1930
654295.0,Zielna,1,72.43,1.0,2.0,Do remontu,True,False,2024
749000.0,Zielna,1,60.53,4.0,4.0,Do remontu,True,False,2025
538508.0,Gajowa,1,44.14,4.0,4.0,Do remontu,True,False,2024
489000.0,Kromera,1,49.77,2.0,3.0,Do remontu,False,False,1969
498078.0,Zielna,1,42.21,2.0,2.0,Do remontu,True,False,2024
624175.0,Zielna,1,62.48,4.0,4.0,Do remontu,True,False,2024
869000.0,Młynarska 14,1,59.61,1.0,4.0,Do remontu,True,False,2016
560000.0,Rudzka,1,46.7,3.0,11.0,Do remontu,True,False,1969
719000.0,Zielna,1,47.46,2.0,3.0,Do remontu,True,False,2008
675000.0,Młynarska 14,1,46.0,4.0,4.0,Do remontu,False,False,1967
720000.0,Młynarska 14,1,58.0,2.0,4.0,Do remontu,False,False,2016
684900.0,Młynarska 14,1,52.0,3.0,4.0,Do remontu,True,False,2010
940720.0,Młynarska 14,1,85.52,6.0,10.0,Do remontu,True,False,1991
729900.0,Młynarska 14,1,60.78,4.0,4.0,Do remontu,False,False,2021
769000.0,Młynarska 14,1,52.32,4.0,4.0,Do remontu,True,False,2015
1513000.0,Młynarska 14,1,89.0,6.0,6.0,Do remontu,True,False,2012
660000.0,Elizy Orzeszkowej,1,53.0,3.0,5.0,Do remontu,True,False,1995
655000.0,Kąty Wrocławskie,1,56.7,2.0,2.0,Do remontu,True,False,2016
479000.0,Młynarska 14,1,47.0,1.0,5.0,Do remontu,False,False,1969
729000.0,Buforowa,1,50.55,1.0,3.0,Do remontu,True,False,2022
649000.0,Młynarska 14,1,58.7,5.0,5.0,Do remontu,False,False,1960
698000.0,Młynarska 14,1,62.11,1.0,4.0,Do remontu,True,False,1930
379000.0,Makowa,1,26.2,4.0,4.0,Do remontu,True,False,1965
610000.0,Młynarska 14,1,46.0,1.0,4.0,Do remontu,False,False,1980
880000.0,Grabiszyn-Grabiszynek,1,67.3,3.0,4.0,Do remontu,True,False,2003
619000.0,Młynarska 14,1,52.0,2.0,2.0,Do remontu,True,False,2010
1290000.0,Młynarska 14,1,88.0,1.0,3.0,Do remontu,False,False,2015
480000.0,Młynarska 14,1,39.1,1.0,10.0,Do remontu,True,False,1978
715000.0,Młynarska 14,1,55.0,2.0,4.0,Do remontu,True,False,2021
849000.0,Młynarska 14,1,50.0,4.0,8.0,Do remontu,True,False,2023
645722.0,Zielna,1,51.97,3.0,3.0,Do remontu,True,False,2023
755000.0,Młynarska 14,1,62.1,2.0,8.0,Do remontu,True,False,1980
795100.0,Gajowa,1,82.0,7.0,10.0,Do remontu,True,False,1992
679000.0,Młynarska 14,1,56.6,1.0,6.0,Do remontu,True,False,2000
460000.0,Młynarska 14,1,26.7,4.0,4.0,Do remontu,False,False,1972
1140000.0,Młynarska 14,1,88.23,4.0,4.0,Do remontu,True,False,2019
917860.0,Zielna,1,75.38,4.0,4.0,Do remontu,True,False,2023
780000.0,Młynarska 14,1,60.81,2.0,4.0,Do remontu,True,False,2017
599000.0,Gajowa,1,46.0,1.0,3.0,Do remontu,True,False,2012
649000.0,Młynarska 14,1,37.74,4.0,6.0,Do remontu,False,False,2007
795000.0,Młynarska 14,1,56.0,4.0,4.0,Do remontu,False,False,2022
1199000.0,Młynarska 14,1,73.22,4.0,5.0,Do remontu,True,False,2019
709000.0,Młynarska 14,1,59.13,2.0,4.0,Do remontu,False,False,1905
697500.0,Młynarska 14,1,53.9,4.0,4.0,Do remontu,False,False,1980
639000.0,Młynarska 14,1,36.0,5.0,6.0,Do remontu,True,False,2023
695000.0,Młynarska 14,1,49.22,3.0,4.0,Do remontu,True,False,2023
980000.0,Partynice,1,84.32,3.0,3.0,Do remontu,True,False,2000
630000.0,Młynarska 14,1,47.0,5.0,10.0,Do remontu,True,False,1985
598999.0,Młynarska 14,1,46.2,10.0,11.0,Do remontu,True,False,1980
489000.0,Młynarska 14,1,34.34,4.0,4.0,Do remontu,True,False,2021
720000.0,Młynarska 14,1,48.0,4.0,4.0,Do remontu,False,False,2018
720000.0,Młynarska 14,1,81.5,4.0,4.0,Do remontu,True,False,1990
700000.0,Młynarska 14,1,72.0,4.0,4.0,Do remontu,True,False,1970
689000.0,Młynarska 14,1,80.0,1.0,2.0,Do remontu,False,False,2007
450000.0,Młynarska 14,1,30.0,2.0,3.0,Do remontu,False,False,1960
719000.0,Młynarska 14,1,53.1,1.0,3.0,Do remontu,True,False,2023
715000.0,Młynarska 14,1,45.0,3.0,7.0,Do remontu,True,False,2018
1200000.0,Kleczkowska 49a,1,91.0,4.0,4.0,Do remontu,False,False,2020
719000.0,Młynarska 14,1,40.44,3.0,7.0,Do remontu,True,False,2017
545300.0,Młynarska 14,1,42.0,2.0,4.0,Do remontu,True,False,2003
1150000.0,Dwa Światy,1,115.0,4.0,4.0,Do remontu,True,False,2015
2500000.0,Gajowa,1,102.1,42.0,55.0,Do remontu,False,False,2012
637000.0,Gaj,1,55.0,3.0,3.0,Do remontu,False,False,1970
690000.0,Młynarska 14,1,50.94,4.0,4.0,Do remontu,False,False,1980
599000.0,Rudzka,1,54.51,2.0,3.0,Do remontu,True,False,2015
539900.0,Młynarska 14,1,37.25,4.0,4.0,Do remontu,False,False,1930
690000.0,Młynarska 14,1,56.0,3.0,4.0,Do remontu,True,False,1970
600000.0,Młynarska 14,1,41.5,3.0,10.0,Do remontu,True,False,1975
881400.0,Młynarska 14,1,74.7,2.0,4.0,Do remontu,True,False,1990
520000.0,Młynarska 14,1,36.0,2.0,5.0,Do remontu,False,False,1960
660000.0,Młynarska 14,1,41.5,3.0,5.0,Do remontu,True,False,2013
405000.0,Młynarska 14,1,27.0,4.0,4.0,Do remontu,False,False,1980
699000.0,Młynarska 14,1,54.47,2.0,5.0,Do remontu,False,False,1970
430000.0,Gajowa,1,33.0,4.0,4.0,Do remontu,False,False,1945
555000.0,Młynarska 14,1,39.6,6.0,11.0,Do remontu,False,False,1966
480000.0,Młynarska 14,1,40.0,2.0,3.0,Do remontu,False,False,1990
799900.0,Młynarska 14,1,56.0,4.0,4.0,Do remontu,False,False,1934
620000.0,Młynarska 14,1,55.0,4.0,4.0,Do remontu,True,False,1975
760000.0,Młynarska 14,1,60.0,3.0,4.0,Do remontu,False,False,1967
599000.0,Młynarska 14,1,54.0,2.0,4.0,Do remontu,True,False,1970
699900.0,Gaj,1,61.0,5.0,10.0,Do remontu,True,False,1993
689000.0,Młynarska 14,1,64.9,1.0,4.0,Do remontu,True,False,1997
694900.0,Młynarska 14,1,50.0,2.0,4.0,Do remontu,True,False,1985
850000.0,Młynarska 14,1,63.22,4.0,4.0,Do remontu,False,False,2018
600000.0,Młynarska 14,1,63.26,4.0,4.0,Do remontu,False,False,1930
640000.0,Młynarska 14,1,73.0,1.0,1.0,Do remontu,False,False,1940
575000.0,Młynarska 14,1,45.0,3.0,5.0,Do remontu,False,False,1936
1029900.0,Młynarska 14,1,96.0,1.0,4.0,Do remontu,True,False,1940
958900.0,Młynarska 14,1,89.1,2.0,4.0,Do remontu,True,False,1985
599000.0,Młynarska 14,1,37.0,1.0,4.0,Do remontu,True,False,1970
782000.0,Legnicka,1,40.0,3.0,8.0,Do remontu,True,False,2023
720000.0,Młynarska 14,1,41.44,5.0,6.0,Do remontu,True,False,2023
979000.0,Młynarska 14,1,66.0,1.0,4.0,Do remontu,True,False,2013
698000.0,Dubois,1,83.0,4.0,4.0,Do remontu,False,False,1930
449900.0,Młynarska 14,1,40.0,3.0,4.0,Do remontu,False,False,1950
0.0,Zielna,1,50.06,4.0,4.0,Do remontu,True,False,2023
618856.0,Młynarska 14,1,56.65,1.0,1.0,Do remontu,False,False,2024
519000.0,Młynarska 14,1,37.5,5.0,10.0,Do remontu,False,False,1980
1460000.0,Młynarska 14,1,163.8,1.0,2.0,Do remontu,False,False,1980
850000.0,Młynarska 14,1,64.75,3.0,5.0,Do remontu,True,False,2018
760000.0,Młynarska 14,1,50.25,2.0,2.0,Do remontu,True,False,2021
775000.0,Młynarska 14,1,61.6,4.0,4.0,Do remontu,True,False,2015
790000.0,Gliniana,1,75.0,5.0,6.0,Do remontu,True,False,2000
472000.0,Młynarska 14,1,34.0,4.0,4.0,Do remontu,False,False,1970
690000.0,Żniwna,1,47.75,2.0,3.0,Do remontu,True,False,2015
650000.0,Młynarska 14,1,53.0,1.0,1.0,Do remontu,False,False,1930
650000.0,Młynarska 14,1,46.78,4.0,4.0,Do remontu,False,False,2012
499000.0,Młynarska 14,1,31.0,1.0,2.0,Do remontu,False,False,1925
950000.0,Młynarska 14,1,94.0,4.0,4.0,Do remontu,False,False,2001
1140000.0,Młynarska 14,1,52.0,1.0,7.0,Do remontu,True,False,2018
1150000.0,Młynarska 14,1,84.15,4.0,4.0,Do remontu,True,False,2020
1440000.0,Młynarska 14,1,80.0,4.0,4.0,Do remontu,True,False,2022
1101000.0,Młynarska 14,1,91.75,3.0,4.0,Do remontu,False,False,1930
819000.0,Gajowa,1,63.0,5.0,6.0,Do remontu,True,False,2007
596970.0,Młynarska 14,1,60.3,1.0,4.0,Do remontu,True,False,1989
1099900.0,Młynarska 14,1,110.0,4.0,4.0,Do remontu,False,False,2009
749000.0,Młynarska 14,1,75.0,4.0,4.0,Do remontu,False,False,1936
510000.0,Młynarska 14,1,35.0,7.0,10.0,Do remontu,True,False,1980
799997.0,Młynarska 14,1,65.0,1.0,4.0,Do remontu,True,False,2011
573000.0,Młynarska 14,1,63.38,2.0,4.0,Do remontu,True,False,2023
629000.0,Młynarska 14,1,47.0,3.0,3.0,Do remontu,True,False,2016
699000.0,Stabłowice,1,54.8,4.0,4.0,Do remontu,True,False,2016
615000.0,Młynarska 14,1,43.58,1.0,3.0,Do remontu,True,False,2016
669000.0,Młynarska 14,1,69.0,4.0,5.0,Do remontu,False,False,1960
670000.0,Młynarska 14,1,61.0,2.0,4.0,Do remontu,False,False,1930
599000.0,Młynarska 14,1,52.8,4.0,5.0,Do remontu,True,False,2008
849900.0,Młynarska 14,1,63.0,4.0,4.0,Do remontu,False,False,2012
870000.0,Ruczajowa,1,98.72,1.0,2.0,Do remontu,True,False,2023
710000.0,Gajowa,1,57.0,2.0,3.0,Do remontu,True,False,2009
0.0,Kamieniecka,1,58.59,4.0,4.0,Do remontu,True,False,2024
1449997.0,Młynarska 14,1,78.0,10.0,12.0,Do remontu,True,False,2006
1200000.0,Młynarska 14,1,94.0,2.0,2.0,Do remontu,True,False,2010
899000.0,Młynarska 14,1,64.0,3.0,3.0,Do remontu,False,False,2018
498894.0,Młynarska 14,1,41.5,2.0,2.0,Do remontu,False,False,1923
550000.0,Młynarska 14,1,42.0,7.0,11.0,Do remontu,True,False,1980
740000.0,Nadodrze,1,65.0,4.0,5.0,Do remontu,False,False,1900
675000.0,Młynarska 14,1,49.33,3.0,4.0,Do remontu,True,False,2014
649000.0,Młynarska 14,1,50.7,1.0,7.0,Do remontu,True,False,2009
539500.0,Młynarska 14,1,49.3,4.0,4.0,Do remontu,False,False,2023
699500.0,Młynarska 14,1,48.44,1.0,4.0,Do remontu,True,False,2023
529000.0,Młynarska 14,1,20.41,1.0,3.0,Do remontu,True,False,2013
1160000.0,Młynarska 14,1,85.91,2.0,2.0,Do remontu,False,False,1960
640000.0,Młynarska 14,1,58.0,1.0,2.0,Do remontu,False,False,1930
949900.0,Młynarska 14,1,73.0,1.0,4.0,Do remontu,True,False,2010
499000.0,Popowice,1,37.02,4.0,10.0,Do remontu,True,False,2022
815000.0,Zakrzów,1,65.0,4.0,4.0,Do remontu,False,False,1990
519000.0,Słubicka,1,39.1,1.0,10.0,Do remontu,False,False,1972
1050000.0,Orla we Wrocławiu,1,72.0,4.0,4.0,Do remontu,False,False,1950
459000.0,Młynarska 14,1,38.3,4.0,4.0,Do remontu,True,False,2001
425000.0,Borowska,1,33.0,4.0,4.0,Do remontu,False,False,2005
606184.0,Młynarska 14,1,55.49,1.0,1.0,Do remontu,False,False,2024
680000.0,Młynarska 14,1,55.0,4.0,4.0,Do remontu,True,False,1930
800000.0,Młynarska 14,1,102.0,3.0,3.0,Do remontu,False,False,1935
785000.0,Młynarska 14,1,69.2,3.0,5.0,Do remontu,True,False,1996
655000.0,Młynarska 14,1,49.0,4.0,5.0,Do remontu,True,False,2021
299000.0,Młynarska 14,1,83.0,4.0,4.0,Do remontu,False,False,1960
585000.0,Młynarska 14,1,37.0,4.0,4.0,Do remontu,False,False,2008
617500.0,Młynarska 14,1,32.65,8.0,8.0,Do remontu,False,False,2015
480000.0,Młynarska 14,1,33.0,1.0,3.0,Do remontu,True,False,2004
1280000.0,Kleczkowska 49a,1,63.26,3.0,4.0,Do remontu,False,False,1930
830000.0,Młynarska 14,1,63.0,3.0,3.0,Do remontu,True,False,2014
750000.0,Młynarska 14,1,84.93,3.0,4.0,Do remontu,True,False,1980
1690000.0,Młynarska 14,1,135.5,5.0,6.0,Do remontu,True,False,2014
499000.0,Młynarska 14,1,24.0,4.0,4.0,Do remontu,False,False,1969
649000.0,Młynarska 14,1,48.0,4.0,4.0,Do remontu,True,False,1980
370000.0,Młynarska 14,1,21.0,3.0,4.0,Do remontu,True,False,1968
740700.0,Młynarska 14,1,40.04,4.0,4.0,Do remontu,True,False,2022
499999.0,Młynarska 14,1,33.9,2.0,3.0,Do remontu,True,False,2012
820000.0,Młynarska 14,1,73.3,4.0,5.0,Do remontu,False,False,1993
445000.0,Worcella,1,31.63,4.0,4.0,Do remontu,False,False,1880
795000.0,Młynarska 14,1,82.0,7.0,10.0,Do remontu,True,False,1969
399000.0,Młynarska 14,1,27.31,1.0,6.0,Do remontu,True,False,2020
690000.0,Młynarska 14,1,51.0,4.0,4.0,Do remontu,False,False,2001
849900.0,Młynarska 14,1,86.0,2.0,4.0,Do remontu,False,False,1890
819000.0,Oleska,1,72.3,1.0,2.0,Do remontu,True,False,2012
740000.0,Młynarska 14,1,48.0,1.0,3.0,Do remontu,True,False,2022
999000.0,Kleczkowska 49a,1,90.0,1.0,10.0,Do remontu,False,False,1982
899000.0,Rynek,1,70.0,4.0,4.0,Do remontu,False,False,1957
563500.0,Młynarska 14,1,49.0,8.0,10.0,Do remontu,True,False,1980
1100000.0,Młynarska 14,1,72.7,1.0,4.0,Do remontu,True,False,1996
899997.0,Młynarska 14,1,83.0,4.0,4.0,Do remontu,False,False,2010
699000.0,Młynarska 14,1,45.0,1.0,5.0,Do remontu,True,False,2012
800000.0,Młynarska 14,1,70.5,2.0,6.0,Do remontu,True,False,1993
1198800.0,Młynarska 14,1,75.48,5.0,5.0,Do remontu,True,False,2021
1660000.0,Młynarska 14,1,80.0,9.0,9.0,Do remontu,True,False,2018
350000.0,Młynarska 14,1,54.0,2.0,2.0,Do remontu,False,False,1920
799000.0,Młynarska 14,1,61.0,3.0,3.0,Do remontu,True,False,2011
1395000.0,Młynarska 14,1,82.5,2.0,2.0,Do remontu,True,False,2016
734900.0,Młynarska 14,1,64.7,2.0,3.0,Do remontu,True,False,2006
620000.0,Młynarska 14,1,29.62,4.0,7.0,Do remontu,False,False,2022
299000.0,Młynarska 14,1,34.44,5.0,5.0,Do remontu,False,False,1920
562000.0,Młynarska 14,1,48.8,8.0,15.0,Do remontu,True,False,1984
690000.0,Młynarska 14,1,45.0,2.0,4.0,Do remontu,False,False,1970
820000.0,Młynarska 14,1,63.0,3.0,3.0,Do remontu,True,False,2017
650000.0,Karola Miarki,1,52.34,2.0,3.0,Do remontu,False,False,1930
800000.0,Kleczkowska 49a,1,59.83,3.0,4.0,Do remontu,False,False,1950
615000.0,Młynarska 14,1,64.34,3.0,5.0,Do remontu,False,False,1890
649000.0,Młynarska 14,1,55.0,4.0,4.0,Do remontu,True,False,1980
1190000.0,Rudzka,1,89.4,3.0,4.0,Do remontu,True,False,2022
585000.0,Młynarska 14,1,49.0,3.0,4.0,Do remontu,True,False,1980
419000.0,Młynarska 14,1,49.5,5.0,5.0,Do remontu,False,False,1930
685000.0,Młynarska 14,1,92.0,4.0,4.0,Do remontu,False,False,1900
600000.0,Młynarska 14,1,57.0,4.0,15.0,Do remontu,True,False,1980
715000.0,Młynarska 14,1,49.0,4.0,4.0,Do remontu,False,False,1980
545000.0,Kleczkowska 49a,1,48.3,4.0,4.0,Do remontu,True,False,1978
0.0,Ruczajowa,1,38.15,4.0,4.0,Do remontu,True,False,2024
640000.0,Młynarska 14,1,52.0,2.0,4.0,Do remontu,True,False,2004
730000.0,Młynarska 14,1,70.0,1.0,2.0,Do remontu,True,False,2004
529000.0,Młynarska 14,1,58.08,3.0,5.0,Do remontu,False,False,1930
550000.0,Młynarska 14,1,46.6,7.0,10.0,Do remontu,True,False,1985
550000.0,Młynarska 14,1,42.65,5.0,5.0,Do remontu,False,False,1930
590000.0,Młynarska 14,1,50.5,1.0,3.0,Do remontu,True,False,2007
665000.0,Młynarska 14,1,69.6,4.0,4.0,Do remontu,True,False,1985
419000.0,Młynarska 14,1,27.2,3.0,3.0,Do remontu,False,False,1965
710000.0,Młynarska 14,1,45.0,2.0,2.0,Do remontu,True,False,2019
866800.0,Młynarska 14,1,84.46,2.0,2.0,Do remontu,True,False,2020
590000.0,Młynarska 14,1,46.0,4.0,4.0,Do remontu,True,False,1971
495000.0,Młynarska 14,1,46.3,4.0,8.0,Do remontu,True,False,1986
570000.0,Młynarska 14,1,49.64,4.0,4.0,Do remontu,False,False,2023
505000.0,Młynarska 14,1,26.34,4.0,7.0,Do remontu,False,False,2014
1284000.0,Młynarska 14,1,107.0,2.0,4.0,Do remontu,True,False,1900
795000.0,Młynarska 14,1,68.0,4.0,4.0,Do remontu,True,False,2016
1000000.0,Młynarska 14,1,87.0,3.0,4.0,Do remontu,True,False,1998
570000.0,Ulowa,1,139.43,4.0,4.0,Do remontu,False,False,1960
660000.0,Elizy Orzeszkowej,1,65.0,4.0,4.0,Do remontu,False,False,1960
619900.0,Młynarska 14,1,57.9,2.0,4.0,Do remontu,False,False,1878
980000.0,Młynarska 14,1,85.6,3.0,3.0,Do remontu,True,False,2013
946000.0,Rymarska 14,1,86.0,2.0,2.0,Do remontu,False,False,2000
1290000.0,Młynarska 14,1,62.0,5.0,6.0,Do remontu,True,False,2018
799000.0,Młynarska 14,1,77.17,4.0,4.0,Do remontu,False,False,1930
860000.0,Cooka,1,72.29,4.0,4.0,Do remontu,True,False,2018
700000.0,Młynarska 14,1,60.0,3.0,3.0,Do remontu,False,False,1932
750000.0,Orzechowa,1,84.0,7.0,10.0,Do remontu,True,False,1982
683000.0,Kleczkowska 49a,1,57.0,4.0,4.0,Do remontu,False,False,1980
585000.0,Młynarska 14,1,26.0,3.0,5.0,Do remontu,True,False,2015
649900.0,Południe,1,47.0,5.0,11.0,Do remontu,True,False,1970
730000.0,Młynarska 14,1,60.15,3.0,4.0,Do remontu,True,False,2010
529000.0,Młynarska 14,1,38.02,3.0,10.0,Do remontu,True,False,1980
0.0,Gajowa,1,97.54,4.0,4.0,Do remontu,True,False,2025
439997.0,Młynarska 14,1,32.6,2.0,2.0,Do remontu,False,False,2022
915000.0,Młynarska 14,1,53.11,4.0,4.0,Do remontu,False,False,2022
1100000.0,Żerniki,1,66.0,1.0,4.0,Do remontu,False,False,2017
699000.0,Młynarska 14,1,60.5,8.0,8.0,Do remontu,True,False,1981
959000.0,Młynarska 14,1,68.57,3.0,4.0,Do remontu,True,False,2022
480000.0,Młynarska 14,1,39.0,4.0,4.0,Do remontu,False,False,1930
716000.0,Młynarska 14,1,63.0,2.0,3.0,Do remontu,True,False,2018
1175000.0,Młynarska 14,1,65.0,1.0,6.0,Do remontu,True,False,2017
464000.0,Młynarska 14,1,56.5,2.0,4.0,Do remontu,True,False,2022
539000.0,Rymarska 14,1,42.82,4.0,4.0,Do remontu,False,False,1963
780000.0,Kleczkowska 49a,1,55.0,3.0,7.0,Do remontu,True,False,2014
599000.0,Młynarska 14,1,45.84,4.0,4.0,Do remontu,True,False,1969
799000.0,Młynarska 14,1,51.05,1.0,7.0,Do remontu,False,False,2000
1333300.0,Młynarska 14,1,67.0,1.0,3.0,Do remontu,True,False,2023
980000.0,Kleczkowska 49a,1,122.5,3.0,4.0,Do remontu,False,False,1900
525000.0,Młynarska 14,1,34.0,7.0,8.0,Do remontu,False,False,1980
1100000.0,Młynarska 14,1,100.0,2.0,3.0,Do remontu,True,False,2006
