,cena,ulica,pokoje,powierzchnia,piętro,liczba pięter,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,rok budowy
1017,645000.0,Augustowska,2,50.7,2,3,Gotowe do wprowadzenia,True,True,1969
1019,598492.0,Zielna,3,60.15,1,2,Do odświeżenia,True,True,1969
1020,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
1021,535000.0,Zamkowa,2,45.0,3,3,Do remontu,False,False,1969
1022,539000.0,Woskowa,3,52.7,0,0,Do remontu,True,True,1969
1023,669000.0,Gajowa,3,48.79,4,4,Gotowe do wprowadzenia,True,True,1969
1024,469000.0,Ignacego Mościckiego,3,58.2,1,1,Do remontu,True,True,1969
1029,269000.0,Kossaka,1,18.0,0,4,Gotowe do wprowadzenia,False,False,1969
1032,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
1033,1057875.0,Przyjaźni,4,65.2,8,8,Do remontu,True,True,1969
1034,551900.0,Zielna,3,51.63,2,2,Do odświeżenia,True,True,1969
1038,453000.0,Woskowa,3,45.91,1,1,Do remontu,True,True,1969
1039,574901.0,Przyjaźni,2,33.13,7,8,Do remontu,True,True,1969
1040,329000.0,Ignacego Mościckiego,2,36.5,1,1,Do remontu,True,True,1969
1044,610000.0,Woskowa,4,60.25,0,0,Do remontu,True,True,1969
1045,1046000.0,Zamkowa,4,77.0,5,9,Do odświeżenia,True,True,1969
1046,688900.0,Rudzka,3,60.0,1,4,Do odświeżenia,True,True,1969
1047,995000.0,Wita Stwosza,2,58.8,1,4,Do remontu,True,False,1969
1051,488400.0,Woskowa,3,49.1,1,1,Do remontu,True,True,1969
1052,639300.0,Zielna,3,58.0,0,2,Do odświeżenia,True,True,1969
1053,1199000.0,Rychtalska,3,73.2,4,5,Gotowe do wprowadzenia,True,True,1969
1054,870000.0,Księska,4,68.0,0,2,Do remontu,True,True,1969
1055,1025000.0,Gajowa,5,118.0,1,2,Do odświeżenia,True,True,1969
1056,638412.0,Konińska,3,52.91,0,4,Do odświeżenia,True,True,1969
1057,720000.0,Zielna,2,48.4,4,4,Do remontu,False,False,1969
1058,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
1060,1099000.0,Długa,3,56.5,7,9,Do remontu,True,True,1969
1061,649000.0,Zamkowa,3,55.0,3,3,Gotowe do wprowadzenia,True,True,1969
1063,859000.0,Zielna,4,77.5,0,4,Do odświeżenia,True,False,1969
1064,849000.0,Długa,3,61.0,0,9,Do remontu,True,True,1969
1066,836600.0,Zielna,4,74.5,2,4,Do odświeżenia,True,False,1969
1068,439999.0,Zamkowa,1,34.0,2,7,Do remontu,False,False,1969
1070,1082000.0,Zamkowa,4,79.0,6,7,Do odświeżenia,True,True,1969
1071,680000.0,Rymarska,3,52.0,3,4,Do remontu,True,True,1969
1072,598000.0,Trzebnicka,3,52.0,4,4,Gotowe do wprowadzenia,False,False,1969
1073,489000.0,Woskowa,3,49.7,1,1,Do remontu,True,True,1969
1074,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
1076,610394.0,Konińska,2,49.94,0,4,Do odświeżenia,True,True,1969
1078,969000.0,Długa,4,71.0,1,9,Do remontu,True,True,1969
1079,599000.0,Kossaka,2,50.0,4,4,Gotowe do wprowadzenia,False,True,1969
1081,740784.0,Konińska,3,64.5,2,4,Do odświeżenia,True,True,1969
1082,1395000.0,Na Polance,4,74.0,3,7,Gotowe do wprowadzenia,False,True,1969
1083,610000.0,Gajowa,2,38.4,2,6,Gotowe do wprowadzenia,True,True,1969
1084,558300.0,Boiskowa,4,59.1,1,2,Do odświeżenia,True,True,1969
1086,678999.0,Kossaka,2,56.6,1,6,Gotowe do wprowadzenia,True,False,1969
1087,750000.0,Birmańska,2,48.48,0,4,Gotowe do wprowadzenia,True,True,1969
1088,2444000.0,Długa,5,149.5,5,9,Do odświeżenia,True,True,1969
1089,519000.0,Wincentego Stysia,1,36.0,4,4,Gotowe do wprowadzenia,False,False,1969
1090,449000.0,Legnicka,2,36.6,7,10,Do remontu,False,True,1969
1091,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
1093,630000.0,Nyska,1,39.0,5,5,Gotowe do wprowadzenia,True,True,1969
1094,597365.0,Gajowa,3,64.58,3,3,Do odświeżenia,True,True,1969
1096,1135000.0,Antoniego Wiwulskiego,2,71.0,3,3,Gotowe do wprowadzenia,True,True,1969
1097,597628.0,Gajowa,3,56.0,0,3,Do odświeżenia,True,True,1969
1098,663500.0,Blizanowicka,3,53.0,1,2,Do remontu,True,True,1969
1099,950000.0,Bolesława Prusa,3,60.0,4,4,Do remontu,False,False,1969
1100,750000.0,Zielna,2,50.0,4,4,Gotowe do wprowadzenia,True,True,1969
1101,570000.0,Zielna,3,54.0,1,11,Do remontu,True,True,1969
1102,616895.0,Gajowa,3,49.05,4,4,Gotowe do wprowadzenia,False,False,1969
1103,551923.0,Lawendowa,3,51.5,2,4,Do remontu,True,True,1969
1104,403000.0,Nowowiejska,2,38.0,4,5,Gotowe do wprowadzenia,False,True,1969
1105,739000.0,Zielna,3,60.3,2,5,Do odświeżenia,True,True,1969
1106,522329.0,Konińska,2,40.91,3,4,Do odświeżenia,False,True,1969
1108,785000.0,Kowieńska,3,75.52,1,1,Gotowe do wprowadzenia,True,True,1969
1109,869000.0,Graniczna,3,59.61,1,4,Gotowe do wprowadzenia,True,False,1969
1110,424000.0,Wielka 29,1,43.15,4,5,Do remontu,False,False,1969
1112,640000.0,Parafialna,3,64.0,2,3,Do remontu,True,False,1969
1113,1539000.0,Długa,4,110.53,6,9,Do odświeżenia,True,True,1969
1114,650000.0,Balonowa,4,70.1,2,4,Do remontu,True,False,1969
1115,518000.0,Rudzka,2,36.6,6,10,Do remontu,True,False,1969
1116,850000.0,Gajowa,3,63.0,0,3,Gotowe do wprowadzenia,True,False,1969
1117,1644000.01,Długa,4,101.3,3,9,Do odświeżenia,True,True,1969
1119,739107.0,Konińska,3,62.55,0,4,Do odświeżenia,True,True,1969
1121,695000.0,Rudzka,3,56.0,2,3,Gotowe do wprowadzenia,True,True,1969
1123,724680.0,Braniborska,3,50.37,4,9,Do remontu,True,True,1969
1124,560000.0,Ignacego Mościckiego,4,67.5,0,0,Do remontu,True,True,1969
1126,509145.0,Konińska,2,38.87,0,4,Do odświeżenia,True,True,1969
1127,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
1128,559000.0,Obornicka,1,29.0,1,4,Gotowe do wprowadzenia,True,False,1969
1129,521258.0,Nefrytowa,2,43.84,1,2,Do odświeżenia,True,True,1969
1130,698325.0,Przyjaźni,2,41.78,7,8,Do remontu,True,True,1969
1132,707133.0,Konińska,3,60.69,0,4,Do odświeżenia,True,True,1969
1133,645000.0,Augustowska,2,50.7,2,3,Gotowe do wprowadzenia,True,True,1969
1135,598492.0,Zielna,3,60.15,1,2,Do odświeżenia,True,True,1969
1136,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
1137,535000.0,Zamkowa,2,45.0,3,3,Do remontu,False,False,1969
1138,539000.0,Woskowa,3,52.7,0,0,Do remontu,True,True,1969
1139,669000.0,Gajowa,3,48.79,4,4,Gotowe do wprowadzenia,True,True,1969
1140,469000.0,Ignacego Mościckiego,3,58.2,1,1,Do remontu,True,True,1969
1145,269000.0,Kossaka,1,18.0,0,4,Gotowe do wprowadzenia,False,False,1969
1148,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
1149,1057875.0,Przyjaźni,4,65.2,8,8,Do remontu,True,True,1969
1150,551900.0,Zielna,3,51.63,2,2,Do odświeżenia,True,True,1969
1154,453000.0,Woskowa,3,45.91,1,1,Do remontu,True,True,1969
1155,574901.0,Przyjaźni,2,33.13,7,8,Do remontu,True,True,1969
1156,329000.0,Ignacego Mościckiego,2,36.5,1,1,Do remontu,True,True,1969
1160,610000.0,Woskowa,4,60.25,0,0,Do remontu,True,True,1969
1161,1046000.0,Zamkowa,4,77.0,5,9,Do odświeżenia,True,True,1969
1162,688900.0,Rudzka,3,60.0,1,4,Do odświeżenia,True,True,1969
1163,995000.0,Wita Stwosza,2,58.8,1,4,Do remontu,True,False,1969
1167,488400.0,Woskowa,3,49.1,1,1,Do remontu,True,True,1969
1168,639300.0,Zielna,3,58.0,0,2,Do odświeżenia,True,True,1969
1169,1199000.0,Rychtalska,3,73.2,4,5,Gotowe do wprowadzenia,True,True,1969
1170,870000.0,Księska,4,68.0,0,2,Do remontu,True,True,1969
1171,1025000.0,Gajowa,5,118.0,1,2,Do odświeżenia,True,True,1969
1172,638412.0,Konińska,3,52.91,0,4,Do odświeżenia,True,True,1969
1173,720000.0,Zielna,2,48.4,4,4,Do remontu,False,False,1969
1174,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
1176,1099000.0,Długa,3,56.5,7,9,Do remontu,True,True,1969
1177,649000.0,Zamkowa,3,55.0,3,3,Gotowe do wprowadzenia,True,True,1969
1179,859000.0,Zielna,4,77.5,0,4,Do odświeżenia,True,False,1969
1180,849000.0,Długa,3,61.0,0,9,Do remontu,True,True,1969
1182,836600.0,Zielna,4,74.5,2,4,Do odświeżenia,True,False,1969
1184,439999.0,Zamkowa,1,34.0,2,7,Do remontu,False,False,1969
1186,1082000.0,Zamkowa,4,79.0,6,7,Do odświeżenia,True,True,1969
1187,680000.0,Rymarska,3,52.0,3,4,Do remontu,True,True,1969
1188,598000.0,Trzebnicka,3,52.0,4,4,Gotowe do wprowadzenia,False,False,1969
1189,489000.0,Woskowa,3,49.7,1,1,Do remontu,True,True,1969
1190,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
1192,610394.0,Konińska,2,49.94,0,4,Do odświeżenia,True,True,1969
1194,969000.0,Długa,4,71.0,1,9,Do remontu,True,True,1969
1195,599000.0,Kossaka,2,50.0,4,4,Gotowe do wprowadzenia,False,True,1969
1197,740784.0,Konińska,3,64.5,2,4,Do odświeżenia,True,True,1969
1198,1395000.0,Na Polance,4,74.0,3,7,Gotowe do wprowadzenia,False,True,1969
1199,610000.0,Gajowa,2,38.4,2,6,Gotowe do wprowadzenia,True,True,1969
1200,558300.0,Boiskowa,4,59.1,1,2,Do odświeżenia,True,True,1969
1202,678999.0,Kossaka,2,56.6,1,6,Gotowe do wprowadzenia,True,False,1969
1203,750000.0,Birmańska,2,48.48,0,4,Gotowe do wprowadzenia,True,True,1969
1204,2444000.0,Długa,5,149.5,5,9,Do odświeżenia,True,True,1969
1205,519000.0,Wincentego Stysia,1,36.0,4,4,Gotowe do wprowadzenia,False,False,1969
1206,449000.0,Legnicka,2,36.6,7,10,Do remontu,False,True,1969
1207,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
1209,630000.0,Nyska,1,39.0,5,5,Gotowe do wprowadzenia,True,True,1969
1210,597365.0,Gajowa,3,64.58,3,3,Do odświeżenia,True,True,1969
1212,1135000.0,Antoniego Wiwulskiego,2,71.0,3,3,Gotowe do wprowadzenia,True,True,1969
1213,597628.0,Gajowa,3,56.0,0,3,Do odświeżenia,True,True,1969
1214,663500.0,Blizanowicka,3,53.0,1,2,Do remontu,True,True,1969
1215,950000.0,Bolesława Prusa,3,60.0,4,4,Do remontu,False,False,1969
1216,750000.0,Zielna,2,50.0,4,4,Gotowe do wprowadzenia,True,True,1969
1217,570000.0,Zielna,3,54.0,1,11,Do remontu,True,True,1969
1218,616895.0,Gajowa,3,49.05,4,4,Gotowe do wprowadzenia,False,False,1969
1219,551923.0,Lawendowa,3,51.5,2,4,Do remontu,True,True,1969
1220,403000.0,Nowowiejska,2,38.0,4,5,Gotowe do wprowadzenia,False,True,1969
1221,739000.0,Zielna,3,60.3,2,5,Do odświeżenia,True,True,1969
1222,522329.0,Konińska,2,40.91,3,4,Do odświeżenia,False,True,1969
1224,785000.0,Kowieńska,3,75.52,1,1,Gotowe do wprowadzenia,True,True,1969
1225,869000.0,Graniczna,3,59.61,1,4,Gotowe do wprowadzenia,True,False,1969
1226,424000.0,Wielka 29,1,43.15,4,5,Do remontu,False,False,1969
1228,640000.0,Parafialna,3,64.0,2,3,Do remontu,True,False,1969
1229,1539000.0,Długa,4,110.53,6,9,Do odświeżenia,True,True,1969
1230,650000.0,Balonowa,4,70.1,2,4,Do remontu,True,False,1969
1231,518000.0,Rudzka,2,36.6,6,10,Do remontu,True,False,1969
1232,850000.0,Gajowa,3,63.0,0,3,Gotowe do wprowadzenia,True,False,1969
1233,1644000.01,Długa,4,101.3,3,9,Do odświeżenia,True,True,1969
1235,739107.0,Konińska,3,62.55,0,4,Do odświeżenia,True,True,1969
1237,695000.0,Rudzka,3,56.0,2,3,Gotowe do wprowadzenia,True,True,1969
1239,724680.0,Braniborska,3,50.37,4,9,Do remontu,True,True,1969
1240,560000.0,Ignacego Mościckiego,4,67.5,0,0,Do remontu,True,True,1969
1242,509145.0,Konińska,2,38.87,0,4,Do odświeżenia,True,True,1969
1243,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
1244,559000.0,Obornicka,1,29.0,1,4,Gotowe do wprowadzenia,True,False,1969
1245,521258.0,Nefrytowa,2,43.84,1,2,Do odświeżenia,True,True,1969
1246,698325.0,Przyjaźni,2,41.78,7,8,Do remontu,True,True,1969
1248,707133.0,Konińska,3,60.69,0,4,Do odświeżenia,True,True,1969
1249,645000.0,Augustowska,2,50.7,2,3,Gotowe do wprowadzenia,True,True,1969
1251,598492.0,Zielna,3,60.15,1,2,Do odświeżenia,True,True,1969
1252,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
1253,535000.0,Zamkowa,2,45.0,3,3,Do remontu,False,False,1969
1254,539000.0,Woskowa,3,52.7,0,0,Do remontu,True,True,1969
1255,669000.0,Gajowa,3,48.79,4,4,Gotowe do wprowadzenia,True,True,1969
1256,469000.0,Ignacego Mościckiego,3,58.2,1,1,Do remontu,True,True,1969
1261,269000.0,Kossaka,1,18.0,0,4,Gotowe do wprowadzenia,False,False,1969
1264,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
1265,1057875.0,Przyjaźni,4,65.2,8,8,Do remontu,True,True,1969
1266,551900.0,Zielna,3,51.63,2,2,Do odświeżenia,True,True,1969
1270,453000.0,Woskowa,3,45.91,1,1,Do remontu,True,True,1969
1271,574901.0,Przyjaźni,2,33.13,7,8,Do remontu,True,True,1969
1272,329000.0,Ignacego Mościckiego,2,36.5,1,1,Do remontu,True,True,1969
1276,610000.0,Woskowa,4,60.25,0,0,Do remontu,True,True,1969
1277,1046000.0,Zamkowa,4,77.0,5,9,Do odświeżenia,True,True,1969
1278,688900.0,Rudzka,3,60.0,1,4,Do odświeżenia,True,True,1969
1279,995000.0,Wita Stwosza,2,58.8,1,4,Do remontu,True,False,1969
1283,488400.0,Woskowa,3,49.1,1,1,Do remontu,True,True,1969
1284,639300.0,Zielna,3,58.0,0,2,Do odświeżenia,True,True,1969
1285,1199000.0,Rychtalska,3,73.2,4,5,Gotowe do wprowadzenia,True,True,1969
1286,870000.0,Księska,4,68.0,0,2,Do remontu,True,True,1969
1287,1025000.0,Gajowa,5,118.0,1,2,Do odświeżenia,True,True,1969
1288,638412.0,Konińska,3,52.91,0,4,Do odświeżenia,True,True,1969
1289,720000.0,Zielna,2,48.4,4,4,Do remontu,False,False,1969
1290,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
1292,1099000.0,Długa,3,56.5,7,9,Do remontu,True,True,1969
1293,649000.0,Zamkowa,3,55.0,3,3,Gotowe do wprowadzenia,True,True,1969
1295,859000.0,Zielna,4,77.5,0,4,Do odświeżenia,True,False,1969
1296,849000.0,Długa,3,61.0,0,9,Do remontu,True,True,1969
1298,836600.0,Zielna,4,74.5,2,4,Do odświeżenia,True,False,1969
1300,439999.0,Zamkowa,1,34.0,2,7,Do remontu,False,False,1969
1302,1082000.0,Zamkowa,4,79.0,6,7,Do odświeżenia,True,True,1969
1303,680000.0,Rymarska,3,52.0,3,4,Do remontu,True,True,1969
1304,598000.0,Trzebnicka,3,52.0,4,4,Gotowe do wprowadzenia,False,False,1969
1305,489000.0,Woskowa,3,49.7,1,1,Do remontu,True,True,1969
1306,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
1308,610394.0,Konińska,2,49.94,0,4,Do odświeżenia,True,True,1969
1310,969000.0,Długa,4,71.0,1,9,Do remontu,True,True,1969
1311,599000.0,Kossaka,2,50.0,4,4,Gotowe do wprowadzenia,False,True,1969
1313,740784.0,Konińska,3,64.5,2,4,Do odświeżenia,True,True,1969
1314,1395000.0,Na Polance,4,74.0,3,7,Gotowe do wprowadzenia,False,True,1969
1315,610000.0,Gajowa,2,38.4,2,6,Gotowe do wprowadzenia,True,True,1969
1316,558300.0,Boiskowa,4,59.1,1,2,Do odświeżenia,True,True,1969
1318,678999.0,Kossaka,2,56.6,1,6,Gotowe do wprowadzenia,True,False,1969
1319,750000.0,Birmańska,2,48.48,0,4,Gotowe do wprowadzenia,True,True,1969
1320,2444000.0,Długa,5,149.5,5,9,Do odświeżenia,True,True,1969
1321,519000.0,Wincentego Stysia,1,36.0,4,4,Gotowe do wprowadzenia,False,False,1969
1322,449000.0,Legnicka,2,36.6,7,10,Do remontu,False,True,1969
1323,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
1325,630000.0,Nyska,1,39.0,5,5,Gotowe do wprowadzenia,True,True,1969
1326,597365.0,Gajowa,3,64.58,3,3,Do odświeżenia,True,True,1969
1328,1135000.0,Antoniego Wiwulskiego,2,71.0,3,3,Gotowe do wprowadzenia,True,True,1969
1329,597628.0,Gajowa,3,56.0,0,3,Do odświeżenia,True,True,1969
1330,663500.0,Blizanowicka,3,53.0,1,2,Do remontu,True,True,1969
1331,950000.0,Bolesława Prusa,3,60.0,4,4,Do remontu,False,False,1969
1332,750000.0,Zielna,2,50.0,4,4,Gotowe do wprowadzenia,True,True,1969
1333,570000.0,Zielna,3,54.0,1,11,Do remontu,True,True,1969
1334,616895.0,Gajowa,3,49.05,4,4,Gotowe do wprowadzenia,False,False,1969
1335,551923.0,Lawendowa,3,51.5,2,4,Do remontu,True,True,1969
1336,403000.0,Nowowiejska,2,38.0,4,5,Gotowe do wprowadzenia,False,True,1969
1337,739000.0,Zielna,3,60.3,2,5,Do odświeżenia,True,True,1969
1338,522329.0,Konińska,2,40.91,3,4,Do odświeżenia,False,True,1969
1340,785000.0,Kowieńska,3,75.52,1,1,Gotowe do wprowadzenia,True,True,1969
1341,869000.0,Graniczna,3,59.61,1,4,Gotowe do wprowadzenia,True,False,1969
1342,424000.0,Wielka 29,1,43.15,4,5,Do remontu,False,False,1969
1344,640000.0,Parafialna,3,64.0,2,3,Do remontu,True,False,1969
1345,1539000.0,Długa,4,110.53,6,9,Do odświeżenia,True,True,1969
1346,650000.0,Balonowa,4,70.1,2,4,Do remontu,True,False,1969
1347,518000.0,Rudzka,2,36.6,6,10,Do remontu,True,False,1969
1348,850000.0,Gajowa,3,63.0,0,3,Gotowe do wprowadzenia,True,False,1969
1349,1644000.01,Długa,4,101.3,3,9,Do odświeżenia,True,True,1969
1351,739107.0,Konińska,3,62.55,0,4,Do odświeżenia,True,True,1969
1353,695000.0,Rudzka,3,56.0,2,3,Gotowe do wprowadzenia,True,True,1969
1355,724680.0,Braniborska,3,50.37,4,9,Do remontu,True,True,1969
1356,560000.0,Ignacego Mościckiego,4,67.5,0,0,Do remontu,True,True,1969
1358,509145.0,Konińska,2,38.87,0,4,Do odświeżenia,True,True,1969
1359,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
1360,559000.0,Obornicka,1,29.0,1,4,Gotowe do wprowadzenia,True,False,1969
1361,521258.0,Nefrytowa,2,43.84,1,2,Do odświeżenia,True,True,1969
1362,698325.0,Przyjaźni,2,41.78,7,8,Do remontu,True,True,1969
1364,707133.0,Konińska,3,60.69,0,4,Do odświeżenia,True,True,1969
1365,645000.0,Augustowska,2,50.7,2,3,Gotowe do wprowadzenia,True,True,1969
1367,598492.0,Zielna,3,60.15,1,2,Do odświeżenia,True,True,1969
1368,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
1369,535000.0,Zamkowa,2,45.0,3,3,Do remontu,False,False,1969
1370,539000.0,Woskowa,3,52.7,0,0,Do remontu,True,True,1969
1371,669000.0,Gajowa,3,48.79,4,4,Gotowe do wprowadzenia,True,True,1969
1372,469000.0,Ignacego Mościckiego,3,58.2,1,1,Do remontu,True,True,1969
1377,269000.0,Kossaka,1,18.0,0,4,Gotowe do wprowadzenia,False,False,1969
1380,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
1381,1057875.0,Przyjaźni,4,65.2,8,8,Do remontu,True,True,1969
1382,551900.0,Zielna,3,51.63,2,2,Do odświeżenia,True,True,1969
1386,453000.0,Woskowa,3,45.91,1,1,Do remontu,True,True,1969
1387,574901.0,Przyjaźni,2,33.13,7,8,Do remontu,True,True,1969
1388,329000.0,Ignacego Mościckiego,2,36.5,1,1,Do remontu,True,True,1969
1392,649000.0,Zielna,2,41.56,2,2,Do remontu,False,True,1969
1393,565000.0,Kruszwicka,2,39.1,9,10,Gotowe do wprowadzenia,True,True,1969
1394,1081200.0,Gajowa,5,90.1,0,1,Do remontu,False,False,1969
1395,1400000.0,Kossaka,3,72.0,6,8,Gotowe do wprowadzenia,True,True,1969
1396,620496.0,Gajowa,2,50.04,2,4,Do odświeżenia,True,False,1969
1398,269000.0,Kossaka,1,18.0,0,4,Gotowe do wprowadzenia,False,False,1969
1401,619000.0,Zielna,3,52.5,2,2,Do remontu,False,False,1969
1402,378000.0,Ignacego Mościckiego,2,41.6,0,0,Do remontu,True,True,1969
1403,610000.0,Woskowa,4,60.25,0,0,Do remontu,True,True,1969
1404,639400.0,Zielna,2,49.0,4,4,Do remontu,True,True,1969
1405,875000.0,Przyjaźni,2,56.48,4,8,Gotowe do wprowadzenia,True,True,1969
1406,708500.0,Gajowa,3,62.0,1,2,Do remontu,True,True,1969
1407,870000.0,Rudzka,4,67.3,3,4,Gotowe do wprowadzenia,True,False,1969
1408,890000.0,Legnicka,3,64.34,0,0,Gotowe do wprowadzenia,True,True,1969
1409,560000.0,Ignacego Mościckiego,4,67.5,0,0,Do remontu,True,True,1969
1410,539000.0,Woskowa,3,52.7,0,0,Do remontu,True,True,1969
1411,679780.0,Rudzka,3,58.1,0,4,Do remontu,False,False,1969
1412,748400.0,Rudzka,4,64.3,1,4,Do remontu,False,False,1969
1413,729000.0,Zielna,3,60.3,1,4,Do remontu,True,True,1969
1414,591170.0,Długa,2,38.14,6,9,Do odświeżenia,True,True,1969
1415,688905.0,Rudzka,3,60.1,1,4,Do remontu,False,False,1969
1416,800000.0,Zielna,4,94.5,1,1,Do remontu,False,False,1969
1417,499000.0,Zamkowa,2,50.36,4,4,Do remontu,False,False,1969
1418,569000.0,Długa,1,32.49,4,6,Do remontu,True,True,1969
1419,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
1420,453000.0,Woskowa,3,45.91,1,1,Do remontu,True,True,1969
1421,649000.0,Zielna,3,66.5,1,4,Do odświeżenia,True,False,1969
1422,649000.0,Honoriusza Balzaka,3,55.0,3,3,Gotowe do wprowadzenia,True,True,1969
1424,380000.0,Woskowa,2,33.0,0,0,Do remontu,True,True,1969
1425,587478.0,Konińska,2,46.03,0,4,Do odświeżenia,True,True,1969
1426,329000.0,Ignacego Mościckiego,2,36.5,1,1,Do remontu,True,True,1969
1427,565000.0,Zamkowa,2,39.3,9,10,Do remontu,False,False,1969
1428,569890.0,Gajowa,2,48.0,2,2,Do remontu,True,True,1969
1429,469000.0,Ignacego Mościckiego,3,58.2,1,1,Do remontu,True,True,1969
1430,865800.0,Zielna,4,77.2,1,4,Do odświeżenia,True,False,1969
1431,415000.0,Woskowa,2,39.5,1,1,Do remontu,True,True,1969
1432,950000.0,Ludwika Rydygiera,3,76.0,4,5,Gotowe do wprowadzenia,False,False,1969
1433,346000.0,Ignacego Mościckiego,2,36.8,0,0,Do remontu,True,True,1969
1435,649000.0,Zamkowa,3,55.0,3,3,Gotowe do wprowadzenia,True,True,1969
1436,609000.0,Długa,2,39.57,0,6,Do remontu,True,True,1969
1438,623820.0,Konińska,3,52.65,1,4,Do odświeżenia,True,True,1969
