,cena,ulica,pokoje,powierzchnia,piętro,liczba pięter,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,rok budowy
0,610000.0,Woskowa,4,60.25,0,0,Do remontu,True,True,1969
1,1046000.0,Zamkowa,4,77.0,5,9,Do odświeżenia,True,True,1969
2,688900.0,Rudzka,3,60.0,1,4,Do odświeżenia,True,True,1969
3,995000.0,Wita Stwosza,2,58.8,1,4,Do remontu,True,False,1969
7,488400.0,Woskowa,3,49.1,1,1,Do remontu,True,True,1969
8,639300.0,Zielna,3,58.0,0,2,Do odświeżenia,True,True,1969
9,1199000.0,Rychtalska,3,73.2,4,5,Gotowe do wprowadzenia,True,True,1969
10,870000.0,Księska,4,68.0,0,2,Do remontu,True,True,1969
11,1025000.0,Gajowa,5,118.0,1,2,Do odświeżenia,True,True,1969
12,638412.0,Konińska,3,52.91,0,4,Do odświeżenia,True,True,1969
13,720000.0,Zielna,2,48.4,4,4,Do remontu,False,False,1969
14,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
16,1099000.0,Długa,3,56.5,7,9,Do remontu,True,True,1969
17,649000.0,Zamkowa,3,55.0,3,3,Gotowe do wprowadzenia,True,True,1969
19,859000.0,Zielna,4,77.5,0,4,Do odświeżenia,True,False,1969
20,849000.0,Długa,3,61.0,0,9,Do remontu,True,True,1969
22,836600.0,Zielna,4,74.5,2,4,Do odświeżenia,True,False,1969
24,439999.0,Zamkowa,1,34.0,2,7,Do remontu,False,False,1969
26,1082000.0,Zamkowa,4,79.0,6,7,Do odświeżenia,True,True,1969
27,680000.0,Rymarska,3,52.0,3,4,Do remontu,True,True,1969
28,598000.0,Trzebnicka,3,52.0,4,4,Gotowe do wprowadzenia,False,False,1969
29,489000.0,Woskowa,3,49.7,1,1,Do remontu,True,True,1969
30,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
32,610394.0,Konińska,2,49.94,0,4,Do odświeżenia,True,True,1969
34,969000.0,Długa,4,71.0,1,9,Do remontu,True,True,1969
35,599000.0,Kossaka,2,50.0,4,4,Gotowe do wprowadzenia,False,True,1969
37,740784.0,Konińska,3,64.5,2,4,Do odświeżenia,True,True,1969
38,1395000.0,Na Polance,4,74.0,3,7,Gotowe do wprowadzenia,False,True,1969
39,610000.0,Gajowa,2,38.4,2,6,Gotowe do wprowadzenia,True,True,1969
40,558300.0,Boiskowa,4,59.1,1,2,Do odświeżenia,True,True,1969
42,678999.0,Kossaka,2,56.6,1,6,Gotowe do wprowadzenia,True,False,1969
43,750000.0,Birmańska,2,48.48,0,4,Gotowe do wprowadzenia,True,True,1969
44,2444000.0,Długa,5,149.5,5,9,Do odświeżenia,True,True,1969
45,519000.0,Wincentego Stysia,1,36.0,4,4,Gotowe do wprowadzenia,False,False,1969
46,449000.0,Legnicka,2,36.6,7,10,Do remontu,False,True,1969
47,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
49,630000.0,Nyska,1,39.0,5,5,Gotowe do wprowadzenia,True,True,1969
50,597365.0,Gajowa,3,64.58,3,3,Do odświeżenia,True,True,1969
52,1135000.0,Antoniego Wiwulskiego,2,71.0,3,3,Gotowe do wprowadzenia,True,True,1969
53,597628.0,Gajowa,3,56.0,0,3,Do odświeżenia,True,True,1969
54,663500.0,Blizanowicka,3,53.0,1,2,Do remontu,True,True,1969
55,950000.0,Bolesława Prusa,3,60.0,4,4,Do remontu,False,False,1969
56,750000.0,Zielna,2,50.0,4,4,Gotowe do wprowadzenia,True,True,1969
57,570000.0,Zielna,3,54.0,1,11,Do remontu,True,True,1969
58,616895.0,Gajowa,3,49.05,4,4,Gotowe do wprowadzenia,False,False,1969
59,551923.0,Lawendowa,3,51.5,2,4,Do remontu,True,True,1969
60,403000.0,Nowowiejska,2,38.0,4,5,Gotowe do wprowadzenia,False,True,1969
61,739000.0,Zielna,3,60.3,2,5,Do odświeżenia,True,True,1969
62,522329.0,Konińska,2,40.91,3,4,Do odświeżenia,False,True,1969
64,785000.0,Kowieńska,3,75.52,1,1,Gotowe do wprowadzenia,True,True,1969
65,869000.0,Graniczna,3,59.61,1,4,Gotowe do wprowadzenia,True,False,1969
66,424000.0,Wielka 29,1,43.15,4,5,Do remontu,False,False,1969
68,640000.0,Parafialna,3,64.0,2,3,Do remontu,True,False,1969
69,1539000.0,Długa,4,110.53,6,9,Do odświeżenia,True,True,1969
70,650000.0,Balonowa,4,70.1,2,4,Do remontu,True,False,1969
71,518000.0,Rudzka,2,36.6,6,10,Do remontu,True,False,1969
72,850000.0,Gajowa,3,63.0,0,3,Gotowe do wprowadzenia,True,False,1969
73,1644000.01,Długa,4,101.3,3,9,Do odświeżenia,True,True,1969
75,739107.0,Konińska,3,62.55,0,4,Do odświeżenia,True,True,1969
77,695000.0,Rudzka,3,56.0,2,3,Gotowe do wprowadzenia,True,True,1969
79,724680.0,Braniborska,3,50.37,4,9,Do remontu,True,True,1969
80,560000.0,Ignacego Mościckiego,4,67.5,0,0,Do remontu,True,True,1969
82,509145.0,Konińska,2,38.87,0,4,Do odświeżenia,True,True,1969
83,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
84,559000.0,Obornicka,1,29.0,1,4,Gotowe do wprowadzenia,True,False,1969
85,521258.0,Nefrytowa,2,43.84,1,2,Do odświeżenia,True,True,1969
86,698325.0,Przyjaźni,2,41.78,7,8,Do remontu,True,True,1969
88,707133.0,Konińska,3,60.69,0,4,Do odświeżenia,True,True,1969
89,645000.0,Augustowska,2,50.7,2,3,Gotowe do wprowadzenia,True,True,1969
91,598492.0,Zielna,3,60.15,1,2,Do odświeżenia,True,True,1969
92,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
93,535000.0,Zamkowa,2,45.0,3,3,Do remontu,False,False,1969
94,539000.0,Woskowa,3,52.7,0,0,Do remontu,True,True,1969
95,669000.0,Gajowa,3,48.79,4,4,Gotowe do wprowadzenia,True,True,1969
96,469000.0,Ignacego Mościckiego,3,58.2,1,1,Do remontu,True,True,1969
101,269000.0,Kossaka,1,18.0,0,4,Gotowe do wprowadzenia,False,False,1969
104,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
105,1057875.0,Przyjaźni,4,65.2,8,8,Do remontu,True,True,1969
106,551900.0,Zielna,3,51.63,2,2,Do odświeżenia,True,True,1969
110,453000.0,Woskowa,3,45.91,1,1,Do remontu,True,True,1969
111,574901.0,Przyjaźni,2,33.13,7,8,Do remontu,True,True,1969
112,329000.0,Ignacego Mościckiego,2,36.5,1,1,Do remontu,True,True,1969
116,610000.0,Woskowa,4,60.25,0,0,Do remontu,True,True,1969
117,1046000.0,Zamkowa,4,77.0,5,9,Do odświeżenia,True,True,1969
118,688900.0,Rudzka,3,60.0,1,4,Do odświeżenia,True,True,1969
119,995000.0,Wita Stwosza,2,58.8,1,4,Do remontu,True,False,1969
123,488400.0,Woskowa,3,49.1,1,1,Do remontu,True,True,1969
124,639300.0,Zielna,3,58.0,0,2,Do odświeżenia,True,True,1969
125,1199000.0,Rychtalska,3,73.2,4,5,Gotowe do wprowadzenia,True,True,1969
126,870000.0,Księska,4,68.0,0,2,Do remontu,True,True,1969
127,1025000.0,Gajowa,5,118.0,1,2,Do odświeżenia,True,True,1969
128,638412.0,Konińska,3,52.91,0,4,Do odświeżenia,True,True,1969
129,720000.0,Zielna,2,48.4,4,4,Do remontu,False,False,1969
130,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
132,1099000.0,Długa,3,56.5,7,9,Do remontu,True,True,1969
133,649000.0,Zamkowa,3,55.0,3,3,Gotowe do wprowadzenia,True,True,1969
135,859000.0,Zielna,4,77.5,0,4,Do odświeżenia,True,False,1969
136,849000.0,Długa,3,61.0,0,9,Do remontu,True,True,1969
138,836600.0,Zielna,4,74.5,2,4,Do odświeżenia,True,False,1969
140,439999.0,Zamkowa,1,34.0,2,7,Do remontu,False,False,1969
142,1082000.0,Zamkowa,4,79.0,6,7,Do odświeżenia,True,True,1969
143,680000.0,Rymarska,3,52.0,3,4,Do remontu,True,True,1969
144,598000.0,Trzebnicka,3,52.0,4,4,Gotowe do wprowadzenia,False,False,1969
145,489000.0,Woskowa,3,49.7,1,1,Do remontu,True,True,1969
146,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
148,610394.0,Konińska,2,49.94,0,4,Do odświeżenia,True,True,1969
150,969000.0,Długa,4,71.0,1,9,Do remontu,True,True,1969
151,599000.0,Kossaka,2,50.0,4,4,Gotowe do wprowadzenia,False,True,1969
153,740784.0,Konińska,3,64.5,2,4,Do odświeżenia,True,True,1969
154,1395000.0,Na Polance,4,74.0,3,7,Gotowe do wprowadzenia,False,True,1969
155,610000.0,Gajowa,2,38.4,2,6,Gotowe do wprowadzenia,True,True,1969
156,558300.0,Boiskowa,4,59.1,1,2,Do odświeżenia,True,True,1969
158,678999.0,Kossaka,2,56.6,1,6,Gotowe do wprowadzenia,True,False,1969
159,750000.0,Birmańska,2,48.48,0,4,Gotowe do wprowadzenia,True,True,1969
160,2444000.0,Długa,5,149.5,5,9,Do odświeżenia,True,True,1969
161,519000.0,Wincentego Stysia,1,36.0,4,4,Gotowe do wprowadzenia,False,False,1969
162,449000.0,Legnicka,2,36.6,7,10,Do remontu,False,True,1969
163,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
165,630000.0,Nyska,1,39.0,5,5,Gotowe do wprowadzenia,True,True,1969
166,597365.0,Gajowa,3,64.58,3,3,Do odświeżenia,True,True,1969
168,1135000.0,Antoniego Wiwulskiego,2,71.0,3,3,Gotowe do wprowadzenia,True,True,1969
169,597628.0,Gajowa,3,56.0,0,3,Do odświeżenia,True,True,1969
170,663500.0,Blizanowicka,3,53.0,1,2,Do remontu,True,True,1969
171,950000.0,Bolesława Prusa,3,60.0,4,4,Do remontu,False,False,1969
172,750000.0,Zielna,2,50.0,4,4,Gotowe do wprowadzenia,True,True,1969
173,570000.0,Zielna,3,54.0,1,11,Do remontu,True,True,1969
174,616895.0,Gajowa,3,49.05,4,4,Gotowe do wprowadzenia,False,False,1969
175,551923.0,Lawendowa,3,51.5,2,4,Do remontu,True,True,1969
176,403000.0,Nowowiejska,2,38.0,4,5,Gotowe do wprowadzenia,False,True,1969
177,739000.0,Zielna,3,60.3,2,5,Do odświeżenia,True,True,1969
178,522329.0,Konińska,2,40.91,3,4,Do odświeżenia,False,True,1969
180,785000.0,Kowieńska,3,75.52,1,1,Gotowe do wprowadzenia,True,True,1969
181,869000.0,Graniczna,3,59.61,1,4,Gotowe do wprowadzenia,True,False,1969
182,424000.0,Wielka 29,1,43.15,4,5,Do remontu,False,False,1969
184,640000.0,Parafialna,3,64.0,2,3,Do remontu,True,False,1969
185,1539000.0,Długa,4,110.53,6,9,Do odświeżenia,True,True,1969
186,650000.0,Balonowa,4,70.1,2,4,Do remontu,True,False,1969
187,518000.0,Rudzka,2,36.6,6,10,Do remontu,True,False,1969
188,850000.0,Gajowa,3,63.0,0,3,Gotowe do wprowadzenia,True,False,1969
189,1644000.01,Długa,4,101.3,3,9,Do odświeżenia,True,True,1969
191,739107.0,Konińska,3,62.55,0,4,Do odświeżenia,True,True,1969
193,695000.0,Rudzka,3,56.0,2,3,Gotowe do wprowadzenia,True,True,1969
195,724680.0,Braniborska,3,50.37,4,9,Do remontu,True,True,1969
196,560000.0,Ignacego Mościckiego,4,67.5,0,0,Do remontu,True,True,1969
198,509145.0,Konińska,2,38.87,0,4,Do odświeżenia,True,True,1969
199,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
200,559000.0,Obornicka,1,29.0,1,4,Gotowe do wprowadzenia,True,False,1969
201,521258.0,Nefrytowa,2,43.84,1,2,Do odświeżenia,True,True,1969
202,698325.0,Przyjaźni,2,41.78,7,8,Do remontu,True,True,1969
204,707133.0,Konińska,3,60.69,0,4,Do odświeżenia,True,True,1969
205,645000.0,Augustowska,2,50.7,2,3,Gotowe do wprowadzenia,True,True,1969
207,598492.0,Zielna,3,60.15,1,2,Do odświeżenia,True,True,1969
208,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
209,535000.0,Zamkowa,2,45.0,3,3,Do remontu,False,False,1969
210,539000.0,Woskowa,3,52.7,0,0,Do remontu,True,True,1969
211,669000.0,Gajowa,3,48.79,4,4,Gotowe do wprowadzenia,True,True,1969
212,469000.0,Ignacego Mościckiego,3,58.2,1,1,Do remontu,True,True,1969
217,269000.0,Kossaka,1,18.0,0,4,Gotowe do wprowadzenia,False,False,1969
220,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
221,1057875.0,Przyjaźni,4,65.2,8,8,Do remontu,True,True,1969
222,551900.0,Zielna,3,51.63,2,2,Do odświeżenia,True,True,1969
226,453000.0,Woskowa,3,45.91,1,1,Do remontu,True,True,1969
227,574901.0,Przyjaźni,2,33.13,7,8,Do remontu,True,True,1969
228,329000.0,Ignacego Mościckiego,2,36.5,1,1,Do remontu,True,True,1969
232,610000.0,Woskowa,4,60.25,0,0,Do remontu,True,True,1969
233,1046000.0,Zamkowa,4,77.0,5,9,Do odświeżenia,True,True,1969
234,688900.0,Rudzka,3,60.0,1,4,Do odświeżenia,True,True,1969
235,995000.0,Wita Stwosza,2,58.8,1,4,Do remontu,True,False,1969
239,488400.0,Woskowa,3,49.1,1,1,Do remontu,True,True,1969
240,639300.0,Zielna,3,58.0,0,2,Do odświeżenia,True,True,1969
241,1199000.0,Rychtalska,3,73.2,4,5,Gotowe do wprowadzenia,True,True,1969
242,870000.0,Księska,4,68.0,0,2,Do remontu,True,True,1969
243,1025000.0,Gajowa,5,118.0,1,2,Do odświeżenia,True,True,1969
244,638412.0,Konińska,3,52.91,0,4,Do odświeżenia,True,True,1969
245,720000.0,Zielna,2,48.4,4,4,Do remontu,False,False,1969
246,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
248,1099000.0,Długa,3,56.5,7,9,Do remontu,True,True,1969
249,649000.0,Zamkowa,3,55.0,3,3,Gotowe do wprowadzenia,True,True,1969
251,859000.0,Zielna,4,77.5,0,4,Do odświeżenia,True,False,1969
252,849000.0,Długa,3,61.0,0,9,Do remontu,True,True,1969
254,836600.0,Zielna,4,74.5,2,4,Do odświeżenia,True,False,1969
256,439999.0,Zamkowa,1,34.0,2,7,Do remontu,False,False,1969
258,1082000.0,Zamkowa,4,79.0,6,7,Do odświeżenia,True,True,1969
259,680000.0,Rymarska,3,52.0,3,4,Do remontu,True,True,1969
260,598000.0,Trzebnicka,3,52.0,4,4,Gotowe do wprowadzenia,False,False,1969
261,489000.0,Woskowa,3,49.7,1,1,Do remontu,True,True,1969
262,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
264,610394.0,Konińska,2,49.94,0,4,Do odświeżenia,True,True,1969
266,969000.0,Długa,4,71.0,1,9,Do remontu,True,True,1969
267,599000.0,Kossaka,2,50.0,4,4,Gotowe do wprowadzenia,False,True,1969
269,740784.0,Konińska,3,64.5,2,4,Do odświeżenia,True,True,1969
270,1395000.0,Na Polance,4,74.0,3,7,Gotowe do wprowadzenia,False,True,1969
271,610000.0,Gajowa,2,38.4,2,6,Gotowe do wprowadzenia,True,True,1969
272,558300.0,Boiskowa,4,59.1,1,2,Do odświeżenia,True,True,1969
274,678999.0,Kossaka,2,56.6,1,6,Gotowe do wprowadzenia,True,False,1969
275,750000.0,Birmańska,2,48.48,0,4,Gotowe do wprowadzenia,True,True,1969
276,2444000.0,Długa,5,149.5,5,9,Do odświeżenia,True,True,1969
277,519000.0,Wincentego Stysia,1,36.0,4,4,Gotowe do wprowadzenia,False,False,1969
278,449000.0,Legnicka,2,36.6,7,10,Do remontu,False,True,1969
279,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
281,630000.0,Nyska,1,39.0,5,5,Gotowe do wprowadzenia,True,True,1969
282,597365.0,Gajowa,3,64.58,3,3,Do odświeżenia,True,True,1969
284,1135000.0,Antoniego Wiwulskiego,2,71.0,3,3,Gotowe do wprowadzenia,True,True,1969
285,597628.0,Gajowa,3,56.0,0,3,Do odświeżenia,True,True,1969
286,663500.0,Blizanowicka,3,53.0,1,2,Do remontu,True,True,1969
287,950000.0,Bolesława Prusa,3,60.0,4,4,Do remontu,False,False,1969
288,750000.0,Zielna,2,50.0,4,4,Gotowe do wprowadzenia,True,True,1969
289,570000.0,Zielna,3,54.0,1,11,Do remontu,True,True,1969
290,616895.0,Gajowa,3,49.05,4,4,Gotowe do wprowadzenia,False,False,1969
291,551923.0,Lawendowa,3,51.5,2,4,Do remontu,True,True,1969
292,403000.0,Nowowiejska,2,38.0,4,5,Gotowe do wprowadzenia,False,True,1969
293,739000.0,Zielna,3,60.3,2,5,Do odświeżenia,True,True,1969
294,522329.0,Konińska,2,40.91,3,4,Do odświeżenia,False,True,1969
296,785000.0,Kowieńska,3,75.52,1,1,Gotowe do wprowadzenia,True,True,1969
297,869000.0,Graniczna,3,59.61,1,4,Gotowe do wprowadzenia,True,False,1969
298,424000.0,Wielka 29,1,43.15,4,5,Do remontu,False,False,1969
300,640000.0,Parafialna,3,64.0,2,3,Do remontu,True,False,1969
301,1539000.0,Długa,4,110.53,6,9,Do odświeżenia,True,True,1969
302,650000.0,Balonowa,4,70.1,2,4,Do remontu,True,False,1969
303,518000.0,Rudzka,2,36.6,6,10,Do remontu,True,False,1969
304,850000.0,Gajowa,3,63.0,0,3,Gotowe do wprowadzenia,True,False,1969
305,1644000.01,Długa,4,101.3,3,9,Do odświeżenia,True,True,1969
307,739107.0,Konińska,3,62.55,0,4,Do odświeżenia,True,True,1969
309,695000.0,Rudzka,3,56.0,2,3,Gotowe do wprowadzenia,True,True,1969
311,724680.0,Braniborska,3,50.37,4,9,Do remontu,True,True,1969
312,560000.0,Ignacego Mościckiego,4,67.5,0,0,Do remontu,True,True,1969
314,509145.0,Konińska,2,38.87,0,4,Do odświeżenia,True,True,1969
315,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
316,559000.0,Obornicka,1,29.0,1,4,Gotowe do wprowadzenia,True,False,1969
317,521258.0,Nefrytowa,2,43.84,1,2,Do odświeżenia,True,True,1969
318,698325.0,Przyjaźni,2,41.78,7,8,Do remontu,True,True,1969
320,707133.0,Konińska,3,60.69,0,4,Do odświeżenia,True,True,1969
321,645000.0,Augustowska,2,50.7,2,3,Gotowe do wprowadzenia,True,True,1969
323,598492.0,Zielna,3,60.15,1,2,Do odświeżenia,True,True,1969
324,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
325,535000.0,Zamkowa,2,45.0,3,3,Do remontu,False,False,1969
326,539000.0,Woskowa,3,52.7,0,0,Do remontu,True,True,1969
327,669000.0,Gajowa,3,48.79,4,4,Gotowe do wprowadzenia,True,True,1969
328,469000.0,Ignacego Mościckiego,3,58.2,1,1,Do remontu,True,True,1969
333,269000.0,Kossaka,1,18.0,0,4,Gotowe do wprowadzenia,False,False,1969
336,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
337,1057875.0,Przyjaźni,4,65.2,8,8,Do remontu,True,True,1969
338,551900.0,Zielna,3,51.63,2,2,Do odświeżenia,True,True,1969
342,453000.0,Woskowa,3,45.91,1,1,Do remontu,True,True,1969
343,574901.0,Przyjaźni,2,33.13,7,8,Do remontu,True,True,1969
344,329000.0,Ignacego Mościckiego,2,36.5,1,1,Do remontu,True,True,1969
348,610000.0,Woskowa,4,60.25,0,0,Do remontu,True,True,1969
349,1046000.0,Zamkowa,4,77.0,5,9,Do odświeżenia,True,True,1969
350,688900.0,Rudzka,3,60.0,1,4,Do odświeżenia,True,True,1969
351,995000.0,Wita Stwosza,2,58.8,1,4,Do remontu,True,False,1969
355,488400.0,Woskowa,3,49.1,1,1,Do remontu,True,True,1969
356,639300.0,Zielna,3,58.0,0,2,Do odświeżenia,True,True,1969
357,1199000.0,Rychtalska,3,73.2,4,5,Gotowe do wprowadzenia,True,True,1969
358,870000.0,Księska,4,68.0,0,2,Do remontu,True,True,1969
359,1025000.0,Gajowa,5,118.0,1,2,Do odświeżenia,True,True,1969
360,638412.0,Konińska,3,52.91,0,4,Do odświeżenia,True,True,1969
361,720000.0,Zielna,2,48.4,4,4,Do remontu,False,False,1969
362,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
364,1099000.0,Długa,3,56.5,7,9,Do remontu,True,True,1969
365,649000.0,Zamkowa,3,55.0,3,3,Gotowe do wprowadzenia,True,True,1969
367,859000.0,Zielna,4,77.5,0,4,Do odświeżenia,True,False,1969
368,849000.0,Długa,3,61.0,0,9,Do remontu,True,True,1969
370,836600.0,Zielna,4,74.5,2,4,Do odświeżenia,True,False,1969
372,439999.0,Zamkowa,1,34.0,2,7,Do remontu,False,False,1969
374,1082000.0,Zamkowa,4,79.0,6,7,Do odświeżenia,True,True,1969
375,680000.0,Rymarska,3,52.0,3,4,Do remontu,True,True,1969
376,598000.0,Trzebnicka,3,52.0,4,4,Gotowe do wprowadzenia,False,False,1969
377,489000.0,Woskowa,3,49.7,1,1,Do remontu,True,True,1969
378,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
380,610394.0,Konińska,2,49.94,0,4,Do odświeżenia,True,True,1969
382,969000.0,Długa,4,71.0,1,9,Do remontu,True,True,1969
383,599000.0,Kossaka,2,50.0,4,4,Gotowe do wprowadzenia,False,True,1969
385,740784.0,Konińska,3,64.5,2,4,Do odświeżenia,True,True,1969
386,1395000.0,Na Polance,4,74.0,3,7,Gotowe do wprowadzenia,False,True,1969
387,610000.0,Gajowa,2,38.4,2,6,Gotowe do wprowadzenia,True,True,1969
388,558300.0,Boiskowa,4,59.1,1,2,Do odświeżenia,True,True,1969
390,678999.0,Kossaka,2,56.6,1,6,Gotowe do wprowadzenia,True,False,1969
391,750000.0,Birmańska,2,48.48,0,4,Gotowe do wprowadzenia,True,True,1969
392,2444000.0,Długa,5,149.5,5,9,Do odświeżenia,True,True,1969
393,519000.0,Wincentego Stysia,1,36.0,4,4,Gotowe do wprowadzenia,False,False,1969
394,449000.0,Legnicka,2,36.6,7,10,Do remontu,False,True,1969
395,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
397,630000.0,Nyska,1,39.0,5,5,Gotowe do wprowadzenia,True,True,1969
398,597365.0,Gajowa,3,64.58,3,3,Do odświeżenia,True,True,1969
400,1135000.0,Antoniego Wiwulskiego,2,71.0,3,3,Gotowe do wprowadzenia,True,True,1969
401,597628.0,Gajowa,3,56.0,0,3,Do odświeżenia,True,True,1969
402,663500.0,Blizanowicka,3,53.0,1,2,Do remontu,True,True,1969
403,950000.0,Bolesława Prusa,3,60.0,4,4,Do remontu,False,False,1969
404,750000.0,Zielna,2,50.0,4,4,Gotowe do wprowadzenia,True,True,1969
405,570000.0,Zielna,3,54.0,1,11,Do remontu,True,True,1969
406,616895.0,Gajowa,3,49.05,4,4,Gotowe do wprowadzenia,False,False,1969
407,551923.0,Lawendowa,3,51.5,2,4,Do remontu,True,True,1969
408,403000.0,Nowowiejska,2,38.0,4,5,Gotowe do wprowadzenia,False,True,1969
409,739000.0,Zielna,3,60.3,2,5,Do odświeżenia,True,True,1969
410,522329.0,Konińska,2,40.91,3,4,Do odświeżenia,False,True,1969
412,785000.0,Kowieńska,3,75.52,1,1,Gotowe do wprowadzenia,True,True,1969
413,869000.0,Graniczna,3,59.61,1,4,Gotowe do wprowadzenia,True,False,1969
414,424000.0,Wielka 29,1,43.15,4,5,Do remontu,False,False,1969
416,640000.0,Parafialna,3,64.0,2,3,Do remontu,True,False,1969
417,1539000.0,Długa,4,110.53,6,9,Do odświeżenia,True,True,1969
418,650000.0,Balonowa,4,70.1,2,4,Do remontu,True,False,1969
419,518000.0,Rudzka,2,36.6,6,10,Do remontu,True,False,1969
420,850000.0,Gajowa,3,63.0,0,3,Gotowe do wprowadzenia,True,False,1969
421,1644000.01,Długa,4,101.3,3,9,Do odświeżenia,True,True,1969
423,739107.0,Konińska,3,62.55,0,4,Do odświeżenia,True,True,1969
425,695000.0,Rudzka,3,56.0,2,3,Gotowe do wprowadzenia,True,True,1969
427,724680.0,Braniborska,3,50.37,4,9,Do remontu,True,True,1969
428,560000.0,Ignacego Mościckiego,4,67.5,0,0,Do remontu,True,True,1969
430,509145.0,Konińska,2,38.87,0,4,Do odświeżenia,True,True,1969
431,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
432,559000.0,Obornicka,1,29.0,1,4,Gotowe do wprowadzenia,True,False,1969
433,521258.0,Nefrytowa,2,43.84,1,2,Do odświeżenia,True,True,1969
434,698325.0,Przyjaźni,2,41.78,7,8,Do remontu,True,True,1969
436,707133.0,Konińska,3,60.69,0,4,Do odświeżenia,True,True,1969
437,645000.0,Augustowska,2,50.7,2,3,Gotowe do wprowadzenia,True,True,1969
439,598492.0,Zielna,3,60.15,1,2,Do odświeżenia,True,True,1969
440,650000.0,Rudzka,2,54.0,4,4,Do remontu,True,False,1969
441,535000.0,Zamkowa,2,45.0,3,3,Do remontu,False,False,1969
442,539000.0,Woskowa,3,52.7,0,0,Do remontu,True,True,1969
443,669000.0,Gajowa,3,48.79,4,4,Gotowe do wprowadzenia,True,True,1969
444,469000.0,Ignacego Mościckiego,3,58.2,1,1,Do remontu,True,True,1969
449,269000.0,Kossaka,1,18.0,0,4,Gotowe do wprowadzenia,False,False,1969
452,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
453,1057875.0,Przyjaźni,4,65.2,8,8,Do remontu,True,True,1969
454,551900.0,Zielna,3,51.63,2,2,Do odświeżenia,True,True,1969
458,453000.0,Woskowa,3,45.91,1,1,Do remontu,True,True,1969
459,574901.0,Przyjaźni,2,33.13,7,8,Do remontu,True,True,1969
460,329000.0,Ignacego Mościckiego,2,36.5,1,1,Do remontu,True,True,1969
464,610000.0,Woskowa,4,60.25,0,0,Do remontu,True,True,1969
465,1046000.0,Zamkowa,4,77.0,5,9,Do odświeżenia,True,True,1969
466,688900.0,Rudzka,3,60.0,1,4,Do odświeżenia,True,True,1969
467,995000.0,Wita Stwosza,2,58.8,1,4,Do remontu,True,False,1969
471,488400.0,Woskowa,3,49.1,1,1,Do remontu,True,True,1969
472,639300.0,Zielna,3,58.0,0,2,Do odświeżenia,True,True,1969
473,1199000.0,Rychtalska,3,73.2,4,5,Gotowe do wprowadzenia,True,True,1969
474,870000.0,Księska,4,68.0,0,2,Do remontu,True,True,1969
475,1025000.0,Gajowa,5,118.0,1,2,Do odświeżenia,True,True,1969
476,638412.0,Konińska,3,52.91,0,4,Do odświeżenia,True,True,1969
477,720000.0,Zielna,2,48.4,4,4,Do remontu,False,False,1969
478,539000.0,Ignacego Mościckiego,4,67.5,1,1,Do remontu,True,True,1969
480,1099000.0,Długa,3,56.5,7,9,Do remontu,True,True,1969
481,649000.0,Zamkowa,3,55.0,3,3,Gotowe do wprowadzenia,True,True,1969
483,859000.0,Zielna,4,77.5,0,4,Do odświeżenia,True,False,1969
484,849000.0,Długa,3,61.0,0,9,Do remontu,True,True,1969
486,836600.0,Zielna,4,74.5,2,4,Do odświeżenia,True,False,1969
488,439999.0,Zamkowa,1,34.0,2,7,Do remontu,False,False,1969
490,1082000.0,Zamkowa,4,79.0,6,7,Do odświeżenia,True,True,1969
491,680000.0,Rymarska,3,52.0,3,4,Do remontu,True,True,1969
492,598000.0,Trzebnicka,3,52.0,4,4,Gotowe do wprowadzenia,False,False,1969
493,489000.0,Woskowa,3,49.7,1,1,Do remontu,True,True,1969
494,369000.0,Woskowa,2,32.3,0,0,Do remontu,True,True,1969
