,Unnamed: 0,cena,ulica,pokoje,powierzchnia,piętro,liczba pięter,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,rok budowy
812,8446,0.0,Jeździecka 15,2,48.93,4,6,Do odświeżenia,True,True,1969
813,8447,0.0,Jeździecka 15,2,48.93,1,6,Do odświeżenia,True,True,1969
814,8449,0.0,Jeździecka 15,2,49.76,5,6,Do odświeżenia,True,True,1969
815,8450,0.0,Jeździecka 15,2,48.93,2,6,Do odświeżenia,True,True,1969
816,8452,0.0,Jeździecka 15,2,66.14,4,6,Do odświeżenia,True,True,1969
817,8453,0.0,Jeździecka 15,3,66.34,2,6,Do odświeżenia,True,True,1969
818,8454,0.0,Jeździecka 15,3,67.19,3,6,Do odświeżenia,True,True,1969
819,8455,0.0,Jeździecka 15,2,48.93,3,6,Do odświeżenia,True,True,1969
820,8456,0.0,Jeździecka 15,2,48.93,3,6,Do odświeżenia,True,True,1969
821,8457,0.0,Jeździecka 15,2,38.06,3,6,Do odświeżenia,True,True,1969
822,8458,0.0,Jeździecka 15,2,49.76,3,6,Do odświeżenia,True,True,1969
823,8459,0.0,Jeździecka 15,3,62.88,3,6,Do odświeżenia,True,True,1969
824,8460,0.0,Jeździecka 15,2,49.5,2,6,Do odświeżenia,True,True,1969
825,8464,0.0,Jeździecka 15,2,43.99,3,6,Do odświeżenia,True,True,1969
826,8466,0.0,Jeździecka 15,2,38.06,2,6,Do odświeżenia,True,True,1969
827,8467,0.0,Jeździecka 15,2,43.99,5,6,Do odświeżenia,True,True,1969
828,8472,0.0,Jeździecka 15,2,38.06,2,6,Do odświeżenia,True,True,1969
829,8474,0.0,Jeździecka 15,2,43.99,4,6,Do odświeżenia,True,True,1969
830,8475,0.0,Jeździecka 15,2,43.99,5,6,Do odświeżenia,True,True,1969
831,8476,0.0,Jeździecka 15,2,43.78,2,6,Do odświeżenia,True,True,1969
832,8480,0.0,Jeździecka 15,2,48.05,1,6,Do odświeżenia,True,True,1969
833,8482,0.0,Jeździecka 15,2,43.99,4,6,Do odświeżenia,True,True,1969
834,8483,0.0,Jeździecka 15,2,43.78,1,6,Do odświeżenia,True,True,1969
835,8486,0.0,Jeździecka 15,2,48.05,3,6,Do odświeżenia,True,True,1969
836,8488,0.0,Jeździecka 15,3,63.91,2,6,Do odświeżenia,True,True,1969
837,8489,0.0,Jeździecka 15,2,48.05,2,6,Do odświeżenia,True,True,1969
838,8490,0.0,Jeździecka 15,2,49.5,1,6,Do odświeżenia,True,True,1969
839,8491,0.0,Jeździecka 15,4,111.58,6,6,Do odświeżenia,True,True,1969
840,8493,0.0,Jeździecka 15,2,43.99,3,6,Do odświeżenia,True,True,1969
841,8494,0.0,Jeździecka 15,2,38.06,3,6,Do odświeżenia,True,True,1969
842,8497,0.0,Jeździecka 15,2,38.06,3,6,Do odświeżenia,True,True,1969
843,8539,0.0,Władysława Reymonta,3,59.15,6,8,Do odświeżenia,False,True,1969
844,8572,0.0,Opolska / ul. Turawska,3,83.48,3,3,Do odświeżenia,False,True,1969
845,8577,0.0,Gajowa,3,59.43,1,3,Do odświeżenia,True,True,1969
846,8578,0.0,Gajowa,3,64.39,1,3,Do odświeżenia,True,True,1969
847,8581,0.0,Gajowa,2,34.95,1,3,Do odświeżenia,True,True,1969
848,8582,0.0,Gajowa,3,58.67,1,3,Do odświeżenia,True,True,1969
849,8584,0.0,Gajowa,3,58.67,2,3,Do odświeżenia,True,True,1969
850,8586,0.0,Gajowa,3,62.3,3,3,Do odświeżenia,True,True,1969
851,8587,0.0,Gajowa,3,68.48,3,3,Do odświeżenia,True,True,1969
852,8588,0.0,Gajowa,2,48.66,0,3,Do odświeżenia,True,True,1969
853,8589,0.0,Gajowa,3,64.38,1,3,Do odświeżenia,True,True,1969
854,8591,0.0,Gajowa,3,56.91,2,3,Do odświeżenia,True,True,1969
855,8592,0.0,Gajowa,3,58.11,1,3,Do odświeżenia,True,True,1969
856,8594,0.0,Gajowa,3,64.39,2,3,Do odświeżenia,True,True,1969
857,8598,0.0,Gajowa,3,54.63,2,3,Do odświeżenia,True,True,1969
858,8599,0.0,Gajowa,3,58.14,0,3,Do odświeżenia,True,True,1969
859,8603,0.0,Gajowa,3,56.91,0,3,Do odświeżenia,True,True,1969
860,8606,0.0,Gajowa,2,64.54,0,3,Do odświeżenia,True,True,1969
861,8607,0.0,Gajowa,2,34.73,2,3,Do odświeżenia,True,True,1969
862,8608,0.0,Gajowa,3,59.23,0,3,Do odświeżenia,True,True,1969
863,8609,0.0,Gajowa,3,58.11,2,3,Do odświeżenia,True,True,1969
864,8610,0.0,Gajowa,3,59.43,2,3,Do odświeżenia,True,True,1969
865,8611,0.0,Gajowa,3,63.11,3,3,Do odświeżenia,True,True,1969
866,8613,0.0,Gajowa,3,62.41,3,3,Do odświeżenia,True,True,1969
867,8615,0.0,Gajowa,3,56.91,1,3,Do odświeżenia,True,True,1969
868,8652,0.0,gen. Władysława Sikorskiego,3,52.1,10,23,Do remontu,False,True,1969
869,8664,0.0,gen. Władysława Sikorskiego,3,51.6,10,23,Do remontu,False,True,1969
870,8688,0.0,gen. Władysława Sikorskiego,2,46.05,10,23,Do remontu,False,True,1969
871,8707,0.0,gen. Władysława Sikorskiego,2,44.35,10,23,Do remontu,True,True,1969
872,8778,0.0,Opolska / ul. Turawska,2,44.14,2,3,Do odświeżenia,False,True,1969
873,8853,0.0,Bernardyńska,2,48.98,1,5,Do odświeżenia,True,True,1969
874,8962,0.0,Kawalerzystów,2,42.01,0,2,Do odświeżenia,True,True,1969
875,9020,0.0,Władysława Reymonta,3,71.41,0,8,Do odświeżenia,True,True,1969
876,9054,0.0,gen. Władysława Sikorskiego,2,44.35,10,23,Do remontu,True,True,1969
877,9076,0.0,gen. Władysława Sikorskiego,3,56.48,10,23,Do remontu,False,True,1969
878,9093,0.0,gen. Władysława Sikorskiego,2,45.82,10,23,Do remontu,False,True,1969
879,9151,0.0,Opolska / ul. Turawska,3,73.23,3,3,Do odświeżenia,False,True,1969
880,9329,0.0,Wojciecha z Brudzewa,2,41.63,3,3,Do odświeżenia,True,True,1969
881,9331,0.0,gen. Władysława Sikorskiego,3,52.1,10,23,Do remontu,False,True,1969
882,9336,0.0,gen. Władysława Sikorskiego,3,51.6,10,23,Do remontu,False,True,1969
883,9354,0.0,gen. Władysława Sikorskiego,3,51.6,10,23,Do remontu,False,True,1969
884,9382,0.0,Bernardyńska,2,56.99,4,5,Do odświeżenia,True,True,1969
885,9389,0.0,Bernardyńska,1,39.56,4,5,Do odświeżenia,True,True,1969
886,9496,0.0,gen. Władysława Sikorskiego,4,78.31,10,23,Do remontu,False,True,1969
887,9501,0.0,gen. Władysława Sikorskiego,3,56.48,10,23,Do remontu,False,True,1969
888,9507,0.0,Władysława Reymonta,2,50.32,1,8,Do odświeżenia,False,True,1969
889,9514,0.0,gen. Władysława Sikorskiego,2,44.35,10,23,Do remontu,True,True,1969
890,9518,0.0,Władysława Reymonta,3,70.23,6,8,Do odświeżenia,False,True,1969
891,9522,0.0,gen. Władysława Sikorskiego,2,46.05,10,23,Do remontu,False,True,1969
892,9555,0.0,Grodzieńska,3,58.82,0,2,Do remontu,True,True,1969
893,9568,0.0,gen. Władysława Sikorskiego,2,44.41,1,23,Do remontu,True,True,1969
894,9616,0.0,Władysława Reymonta,3,60.04,2,8,Do odświeżenia,False,True,1969
895,9639,0.0,gen. Władysława Sikorskiego,2,46.05,10,23,Do remontu,False,True,1969
896,9642,0.0,gen. Władysława Sikorskiego,3,52.1,10,23,Do remontu,False,True,1969
897,9646,0.0,Orawska,3,61.76,2,2,Do odświeżenia,True,True,1969
898,9690,0.0,Orawska,4,85.34,0,2,Do odświeżenia,True,True,1969
899,9724,0.0,Orawska,3,54.31,2,2,Do odświeżenia,True,True,1969
900,9725,0.0,Orawska,3,61.76,2,2,Do odświeżenia,True,True,1969
901,9728,0.0,Orawska,3,61.57,0,2,Do odświeżenia,True,True,1969
902,9730,0.0,Orawska,3,54.31,2,2,Do odświeżenia,True,True,1969
903,9732,0.0,Orawska,3,58.47,2,2,Do odświeżenia,True,True,1969
904,9740,0.0,Orawska,2,38.24,0,2,Do odświeżenia,True,True,1969
905,9745,0.0,Orawska,4,75.63,1,2,Do odświeżenia,True,True,1969
906,9748,0.0,Orawska,3,60.5,1,2,Do odświeżenia,True,True,1969
907,9752,0.0,Orawska,3,60.5,2,2,Do odświeżenia,True,True,1969
908,9756,0.0,Orawska,4,75.31,0,2,Do odświeżenia,True,True,1969
909,9837,0.0,Wojciecha z Brudzewa,3,71.52,2,3,Do odświeżenia,True,True,1969
910,9840,0.0,Nyska,3,54.67,3,4,Do odświeżenia,True,True,1969
911,9841,0.0,Wojciecha z Brudzewa,3,71.52,3,3,Do odświeżenia,True,True,1969
912,9842,0.0,Wojciecha z Brudzewa,3,78.11,1,3,Do odświeżenia,True,True,1969
913,9844,0.0,Wojciecha z Brudzewa,2,53.99,0,3,Do odświeżenia,True,True,1969
914,9846,0.0,Wojciecha z Brudzewa,2,49.39,2,3,Do odświeżenia,True,True,1969
915,9847,0.0,gen. Władysława Sikorskiego,3,56.48,10,23,Do remontu,False,True,1969
916,9849,0.0,gen. Władysława Sikorskiego,4,78.31,10,23,Do remontu,False,True,1969
917,9850,0.0,Wojciecha z Brudzewa,3,57.45,0,3,Do odświeżenia,True,True,1969
918,9854,0.0,Wojciecha z Brudzewa,4,108.72,3,3,Do odświeżenia,True,True,1969
919,9855,0.0,Wojciecha z Brudzewa,4,108.48,0,3,Do odświeżenia,True,True,1969
920,9856,0.0,Wojciecha z Brudzewa,2,49.39,3,3,Do odświeżenia,True,True,1969
921,9858,0.0,Wojciecha z Brudzewa,3,71.52,2,3,Do odświeżenia,True,True,1969
922,9860,0.0,Wojciecha z Brudzewa,4,108.72,2,3,Do odświeżenia,True,True,1969
923,9862,0.0,Wojciecha z Brudzewa,3,71.52,1,3,Do odświeżenia,True,True,1969
924,9864,0.0,Wojciecha z Brudzewa,3,64.95,2,3,Do odświeżenia,True,True,1969
925,9867,0.0,Wojciecha z Brudzewa,3,78.11,3,3,Do odświeżenia,True,True,1969
926,9871,0.0,Władysława Reymonta,3,59.15,3,8,Do odświeżenia,False,True,1969
927,9874,0.0,gen. Władysława Sikorskiego,2,44.35,10,23,Do remontu,True,True,1969
928,9875,0.0,Wojciecha z Brudzewa,3,64.95,1,3,Do odświeżenia,True,True,1969
929,9881,0.0,gen. Józefa Haukego-Bosaka,3,90.18,4,7,Do odświeżenia,True,True,1969
930,9889,0.0,Wojciecha z Brudzewa,3,78.11,1,3,Do odświeżenia,True,True,1969
931,9890,0.0,Wojciecha z Brudzewa,2,53.36,0,3,Do odświeżenia,True,True,1969
932,9898,0.0,Wojciecha z Brudzewa,2,52.85,0,3,Do odświeżenia,True,True,1969
933,9909,0.0,Wojciecha z Brudzewa,3,78.11,1,3,Do odświeżenia,True,True,1969
934,9914,0.0,Wojciecha z Brudzewa,3,71.52,3,3,Do odświeżenia,True,True,1969
935,9915,0.0,gen. Władysława Sikorskiego,2,46.05,10,23,Do remontu,False,True,1969
936,9932,0.0,gen. Władysława Sikorskiego,2,44.34,10,23,Do remontu,True,True,1969
937,9944,0.0,Nyska,3,52.42,3,4,Do odświeżenia,True,True,1969
938,9948,0.0,gen. Władysława Sikorskiego,4,78.31,10,23,Do remontu,False,True,1969
939,9952,0.0,Grodzieńska,3,59.74,0,2,Do remontu,True,True,1969
940,9953,0.0,gen. Władysława Sikorskiego,3,56.48,10,23,Do remontu,False,True,1969
941,9954,0.0,Grodzieńska,3,58.55,0,2,Do remontu,True,True,1969
942,9960,0.0,Władysława Reymonta,3,60.04,6,8,Do odświeżenia,False,True,1969
943,9962,0.0,Władysława Reymonta,3,73.19,5,8,Do odświeżenia,False,True,1969
944,9964,0.0,Władysława Reymonta,2,43.14,2,8,Do odświeżenia,False,True,1969
945,9965,0.0,Władysława Reymonta,3,73.19,1,8,Do odświeżenia,False,True,1969
946,9967,0.0,Władysława Reymonta,3,73.2,3,8,Do odświeżenia,False,True,1969
947,9971,0.0,Władysława Reymonta,2,39.23,3,8,Do odświeżenia,False,True,1969
948,9973,0.0,Władysława Reymonta,2,33.06,3,8,Do odświeżenia,False,True,1969
949,9975,0.0,Władysława Reymonta,3,73.2,2,8,Do odświeżenia,False,True,1969
950,9976,0.0,Władysława Reymonta,2,53.35,1,8,Do odświeżenia,False,True,1969
951,9977,0.0,Władysława Reymonta,2,43.8,4,8,Do odświeżenia,False,True,1969
952,9979,0.0,Władysława Reymonta,2,43.14,3,8,Do odświeżenia,False,True,1969
953,9981,0.0,Władysława Reymonta,3,70.23,1,8,Do odświeżenia,False,True,1969
954,9982,0.0,Władysława Reymonta,2,53.35,3,8,Do odświeżenia,False,True,1969
955,9983,0.0,Władysława Reymonta,2,50.32,3,8,Do odświeżenia,False,True,1969
956,9984,0.0,Władysława Reymonta,3,59.15,7,8,Do odświeżenia,False,True,1969
957,9985,0.0,Władysława Reymonta,2,32.87,2,8,Do odświeżenia,False,True,1969
958,9987,0.0,Władysława Reymonta,2,51.77,5,8,Do odświeżenia,False,True,1969
959,9988,0.0,Władysława Reymonta,2,39.23,2,8,Do odświeżenia,False,True,1969
960,9990,0.0,Władysława Reymonta,2,43.14,1,8,Do odświeżenia,False,True,1969
961,9991,0.0,Władysława Reymonta,2,43.15,1,8,Do odświeżenia,False,True,1969
962,9994,0.0,Władysława Reymonta,3,65.6,3,8,Do odświeżenia,False,True,1969
963,9997,0.0,Władysława Reymonta,3,73.2,4,8,Do odświeżenia,False,True,1969
964,9998,0.0,Władysława Reymonta,2,53.45,0,8,Do odświeżenia,True,True,1969
965,9999,0.0,Władysława Reymonta,3,65.6,5,8,Do odświeżenia,False,True,1969
966,10000,0.0,Władysława Reymonta,2,43.79,0,8,Do odświeżenia,False,True,1969
967,10004,0.0,Władysława Reymonta,3,73.19,3,8,Do odświeżenia,False,True,1969
968,10005,0.0,Władysława Reymonta,3,60.04,3,8,Do odświeżenia,False,True,1969
969,10007,0.0,Władysława Reymonta,3,70.23,2,8,Do odświeżenia,False,True,1969
970,10016,0.0,gen. Władysława Sikorskiego,3,56.47,10,23,Do remontu,True,True,1969
971,10019,0.0,gen. Władysława Sikorskiego,2,44.35,10,23,Do remontu,True,True,1969
972,10027,0.0,gen. Władysława Sikorskiego,2,46.07,10,23,Do remontu,False,True,1969
973,10067,0.0,Grodzieńska,3,60.18,2,2,Do odświeżenia,True,True,1969
974,10082,0.0,Grodzieńska,3,60.18,0,2,Do odświeżenia,True,True,1969
975,10093,0.0,Bernardyńska,1,66.91,4,5,Do odświeżenia,True,True,1969
976,10097,0.0,gen. Władysława Sikorskiego,3,51.55,10,23,Do remontu,True,True,1969
977,10111,0.0,gen. Władysława Sikorskiego,2,41.37,10,23,Do remontu,True,True,1969
978,10112,0.0,gen. Władysława Sikorskiego,3,58.5,2,23,Do remontu,True,True,1969
979,10120,0.0,gen. Władysława Sikorskiego,2,46.07,10,23,Do remontu,False,True,1969
980,10125,0.0,Nyska,2,41.86,1,4,Do odświeżenia,True,True,1969
981,10178,0.0,gen. Władysława Sikorskiego,4,71.37,10,23,Do remontu,False,True,1969
982,10199,0.0,gen. Władysława Sikorskiego,3,56.47,10,23,Do remontu,True,True,1969
983,10202,0.0,gen. Władysława Sikorskiego,2,44.35,10,23,Do remontu,True,True,1969
984,10206,0.0,gen. Władysława Sikorskiego,3,51.55,10,23,Do remontu,False,True,1969
985,10207,0.0,gen. Władysława Sikorskiego,2,46.07,10,23,Do remontu,False,True,1969
986,10212,0.0,Romana Dmowskiego,3,68.7,3,6,Do odświeżenia,True,True,1969
987,10220,0.0,gen. Władysława Sikorskiego,2,44.35,10,23,Do remontu,True,True,1969
988,10224,0.0,gen. Władysława Sikorskiego,3,56.47,10,23,Do remontu,False,True,1969
989,10247,0.0,gen. Władysława Sikorskiego,3,56.48,10,23,Do remontu,False,True,1969
990,10255,0.0,gen. Władysława Sikorskiego,4,78.31,10,23,Do remontu,False,True,1969
991,10258,0.0,gen. Władysława Sikorskiego,2,46.05,10,23,Do remontu,False,True,1969
992,10264,0.0,Nyska,3,68.61,2,4,Do odświeżenia,True,True,1969
993,10268,0.0,Nyska,3,55.77,1,4,Do odświeżenia,True,True,1969
994,10270,0.0,gen. Władysława Sikorskiego,2,44.34,10,23,Do remontu,True,True,1969
995,10271,0.0,Grodzieńska,3,60.45,1,2,Do odświeżenia,True,True,1969
996,10273,0.0,Nyska,3,68.6,2,4,Do odświeżenia,True,True,1969
997,10275,0.0,gen. Władysława Sikorskiego,3,52.0,5,23,Do remontu,True,True,1969
998,10282,0.0,Nyska,3,55.77,1,4,Do odświeżenia,True,True,1969
